LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM
E01029119,Sedgemoor 004D,11013.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029120,Sedgemoor 004E,18278.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029259,Somerset West and Taunton 006B,15132.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029125,Sedgemoor 007E,15186.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029103,Sedgemoor 011B,27729.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029124,Sedgemoor 007D,22241.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029122,Sedgemoor 007B,23656.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029123,Sedgemoor 007C,14318.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029337,Somerset West and Taunton 004C,9915.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029121,Sedgemoor 007A,16338.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029342,Somerset West and Taunton 004D,12279.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029334,Somerset West and Taunton 003B,10073.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01032635,Somerset West and Taunton 003E,7482.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029341,Somerset West and Taunton 003D,8349.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029339,Somerset West and Taunton 003C,8352.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029055,Mendip 012C,21797.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029130,Sedgemoor 012A,15810.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029150,Sedgemoor 012E,20743.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029054,Mendip 012B,15777.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029147,Sedgemoor 003B,22983.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029148,Sedgemoor 003C,25333.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029129,Sedgemoor 001E,25192.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029086,Sedgemoor 003A,22174.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029127,Sedgemoor 001C,20770.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029085,Sedgemoor 001A,21868.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029137,Sedgemoor 012B,13078.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029151,Sedgemoor 012F,19948.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029152,Sedgemoor 006D,11111.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029136,Sedgemoor 006B,11246.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029149,Sedgemoor 003D,19143.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01035112,Sedgemoor 002H,,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029089,Sedgemoor 002C,21158.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029047,Mendip 012A,14845.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029050,Mendip 011D,13103.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01035109,Mendip 005F,,Mendip,Rural,NHS Somerset Integrated Care Board
E01029052,Mendip 005A,17480.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029060,Mendip 005B,18280.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029126,Sedgemoor 001B,24252.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029128,Sedgemoor 001D,30795.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029333,Somerset West and Taunton 002C,6884.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029329,Somerset West and Taunton 001B,13121.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01032636,Somerset West and Taunton 001D,18357.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029330,Somerset West and Taunton 001C,15254.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029116,Sedgemoor 004B,10670.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029114,Sedgemoor 004A,24004.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029115,Sedgemoor 002E,29812.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029113,Sedgemoor 002D,23855.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01032633,Sedgemoor 002G,10217.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
