Code,Name,Address 1,Address 2,Address 3,Address 4,Address 5,Postcode,Type,Parent Organisation Code,Parent Organisation Name,,,,,,,,,,,,
J83004,Whiteparish Surgery,Common Road,Whiteparish,,Salisbury,Wiltshire,SP5 2SU,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
L81020,Widcombe Surgery,3-4 Widcombe Parade,Widcombe,,Bath,Avon,BA2 4JT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RA751,Chew Magna Surgery,Madams Paddock,Chew Magna,,Bristol,Avon,BS40 8PP,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN343,Eldene Surgery,Colingsmead,,,Swindon,Wiltshire,SN3 3TQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN352,Elm Tree Surgery,High Street,Shrivenham,,Swindon,Wiltshire,SN6 8AG,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RA750,Harptree Surgery,Bristol Road,West Harptree,,Bristol,Avon,BS40 6HF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RVNCG,LIFT Psychology Swindon,"2nd Floor, Old Town Surgery",Curie Avenue,Okus,Swindon,Wiltshire,SN1 4GB,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN3EH,Merchiston Surgery,Highworth Road,Stratton St. Margaret,,Swindon,Wiltshire,SN3 4BF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN351,Moredon Medical Centre,Moredon Road,,,Swindon,Wiltshire,SN2 2JG,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RYFDY,Salisbury Medical Practice Standby Point,Fisherton House,Fountain Way,,Salisbury,Wiltshire,SP2 7FD,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN3E8,Tinkers Lane Surgery,High Street,Wootton Bassett,,Swindon,Wiltshire,SN4 7AT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN3EF,Westrop Surgery,Newburgh Place,Highworth,,Swindon,Wiltshire,SN6 7DN,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10008718,Amesbury Family Health Centre,Smithfield Street,,,Amesbury,Wiltshire,SP4 7AN,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RD181,Bradford-on-Avon Health Centre,Station Approach,,,Bradford-on-Avon,Wiltshire,BA15 1DQ,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN3CH,Calne Family Health Centre,Broken Cross,,,Calne,Wiltshire,SN11 8BN,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10004419,Chew Stoke Surgery,Chew Lane,Chew Stoke,,Bristol,Avon,BS40 8UE,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10008721,Corsham Family Health Centre,Beechfield Road,,,Corsham,Wiltshire,SN13 9DN,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN3_S005,Cricklade Surgery,113 High Street,Cricklade,,Swindon,Wiltshire,SN6 6AE,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
H2B2D,Devizes Health Centre,Marshall Road,,,Devizes,Wiltshire,SN10 3UF,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN3FJ,Eldene Health Centre,Eldene,,,Swindon,Wiltshire,SN3 3RZ,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RD186,Fairfield Park Health Centre,Tyning Lane,Camden Road,,Bath,Avon,BA1 6EA,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RD182,Hathaway Medical Centre,Middlefield Road,,,Chippenham,Wiltshire,SN14 6GT,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RD116,Keynsham Health Centre,St Clements Road,Keynsham,,Bristol,Avon,BS31 1AF,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RD111,Malmesbury Family Health Centre,46 High Street,,,Malmesbury,Wiltshire,SN16 9AT,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10009402,Paulton Memorial Hospital - SWAST Buildings,Salisbury Road,Paulton,,Bristol,Bristol,BS39 7SB,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RN3EG,Priory Road Medical Centre,Priory Road,Park South,,Swindon,Wiltshire,SN3 2EZ,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RHU76,Queen Elizabeth Memorial Health Centre,St. Michaels Avenue,,,Tidworth,Hampshire,SP9 7EA,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RD1RH,Riverside Health Centre,James Street West,,,Bath,Avon,BA1 2BT,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RVJJ2,Royal United Hospital,Royal United Hospital,Combe Park,,Bath,Avon,BA1 3NG,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10008725,Salisbury Central Health Clinic,Avon Approach,,,Salisbury,Wiltshire,SP1 3SL,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RVNBC,Shearwater Lodge,1 The Avenue,,,Warminster,Wiltshire,BA12 9AA,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10009267,Swindon NHS Health Centre,1 Islington Street,,,Swindon,Wiltshire,SN1 2DQ,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10007525,Taw Hill Medical Centre (part),Aiken Road,,,Swindon,Wiltshire,SN25 1UH,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RNZ49,Tidworth Primary Healthcare Centre,St. Michaels Avenue,,,Tidworth,Hampshire,SP9 7EA,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10008212,West Swindon Health Centre,West Swindon District Centre,Link Avenue,,Swindon,Wiltshire,SN5 7DL,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
RNZ83,White Horse Health Centre,Mane Way,,,Westbury,Wiltshire,BA13 3FQ,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10008084,Wilton Health Centre,Market Place,,,Wilton,Wiltshire,SP2 0HT,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
10008199,Wroughton Health Centre,Barratt Way,Wroughton,,Swindon,Wiltshire,SN4 9LW,Polyclinc and General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",,,,,,,,,,,,
L81007003,Bridge View Medical: BS1 Surgery,Favell House,Crow Lane,,Bristol,Avon,BS1 1DQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
Y02578,Broadmead Medical Centre,59 Broadmead,,,Bristol,Avon,BS1 3EA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81098,Greenway Community Practice,Greystoke Ave,Southmead,,Bristol,Avon,BS10 6AF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81037,Pioneer Medical Group,Bradgate Surgery,Ardenton Walk,Brentry,Bristol,Avon,BS10 6SP,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81067001,Southmead & Henbury Family Practice: Willow Tree Surgery,1 Trevelyan Walk,Station Road,Henbury,Bristol,Avon,BS10 7NY,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
J7S7G,Willow Tree Surgery,1 Trevelyan Walk,Henbury,,Bristol,Avon,BS10 7NY,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81037002,Pioneer Medical Group: Ridingleaze Medical Centre,Ridingleaze,Lawrence Weston,,Bristol,Avon,BS11 0QE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81037001,Pioneer Medical Group: Avonmouth Medical Centre,Collins Street,Avonmouth,,Bristol,Avon,BS11 9JJ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81041,Hillview Family Practice,Hartcliffe Health Centre,Hareclive Road,Hartcliffe,Bristol,Avon,BS13 0JP,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81053,The Lennard Surgery,1 Lewis Road,Bedminster Down,,Bristol,Avon,BS13 7JD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81054,Grange Road Surgery,Grange Road,Bishopsworth,,Bristol,Avon,BS13 8LD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81031,The Armada Family Practice,Whitchurch Health Centre,Armada Road,,Whitchurch,Avon,BS14 0SU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81009,Stockwood Medical Centre,Hollway Road,Stockwood,Stockwood,Bristol,Avon,BS14 8PT,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81062001,Fireclay Health: Lodgeside Surgery,22 Lodgeside Avenue,Kingswood,,Bristol,Avon,BS15 1WW,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81079,Hanham Health,Hanham Surgery,33 Whittucks Road,Hanham,Bristol,Avon,BS15 3HY,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81063,Kingswood Health Centre,Alma Road,Kingswood,,Bristol,Avon,BS15 4EJ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81055,Orchard Medical Centre,Macdonald Walk,Kingswood,,Bristol,Avon,BS15 8NJ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81075001,Branch Surgery - Uwe Health Centre,2n009 Level 2 N Block,Uwe Bristol,Coldharbour Lane,Bristol,Avon,BS16 1US,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81075,The Old School Surgery,Manor Road,Fishponds,,Bristol,Avon,BS16 2JD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
Q8J2N,Willow Surgery,Hill House Road,,,Bristol,Avon,BS16 5FJ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81026,The Downend Health Group,North Street,Downend,,Bristol,Avon,BS16 5SG,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81046,Leap Valley Medical Centre,Beaufort Surgery,Beaufort Road,Downend,Bristol,Avon,BS16 6UG,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81029003,Three Shires Medical Practice: Pucklechurch Surgery,12 Becket Court,Pucklechurch,,Bristol,Avon,BS16 9QG,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
Y02873,Compass Health,1 Jamaica Street,,,Bristol,Avon,BS2 8JP,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81085,Heywood Family Practice,Lodway Gardens,,,Bristol,North Somerset,BS20 0DL,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81086007,Mendip Vale Medical Practice: Sunnyside Surgery,4 Sunnyside Road,,,Clevedon,North Somerset,BS21 7TA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81643,The Cedars Surgery,87 New Bristol Road,Worle,,Weston-Super-Mare,North Somerset,BS22 6AJ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81086003,Mendip Vale Medical Practice: St. George's Surgery,135 Pastures Avenue,St. Georges,,Weston-Super-Mare,North Somerset,BS22 7SB,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81058,The Milton Surgery,232/234 Milton Road,,,Weston-Super-Mare,North Somerset,BS22 8AG,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81016,Graham Road Surgery,22 Graham Road,,,Weston-Super-Mare,North Somerset,BS23 1YA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81051,168 Medical Group,168 Locking Road,,,Weston-Super-Mare,North Somerset,BS23 3HQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81670,Horizon Health Centre,Pier Health Group,68 Lonsdale Avenue,,Weston Super Mare,North Somerset,BS23 3SJ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81044,Tudor Lodge Surgery,Tudor Lodge,3 Nithsdale Road,,Weston-Super-Mare,North Somerset,BS23 4JP,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81066,Stafford Medical Group,Locking Castle Medical Centre,Highlands Lane,,Weston Super Mare,North Somerset,BS24 7DX,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
J6R7V,168 Parklands Medical Centre,Anson Way,Locking,,Weston-Super-Mare,Somerset,BS24 7PR,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81021,Winscombe Surgery,Hillyfields Way,,,Winscombe,Avon,BS25 1AF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81021001,Winscombe Surgery: Banwell Surgery,Westfield Road,,,Banwell,Avon,BS29 6AD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81007,Bridge View Medical,Southville Surgery,67 Coronation Road,Southville,Bristol,Avon,BS3 1AS,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81007002,Bridge View Medical: Gaywood House Surgery,North Street,Bedminster,,Bristol,Avon,BS3 3AZ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81007001,Bridge View Medical: Malago Surgery,40 St. Johns Road,Bedminster,,Bristol,Avon,BS3 4JE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81007005,Bridge View Medical: Marksbury Road Surgery,Marksbury Road,Bedminster,,Bristol,Avon,BS3 5JL,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81079001,Hanham Health: Oldland Surgery,192 High Street,Oldland Common,,Bristol,Avon,BS30 9QQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
I5B9K,Coniston Medical Practice,The Parade,Coniston Road,Patchway,Bristol,Avon,BS34 5TF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81118002,Stoke Gifford Medical Centre: Conygre Medical Centre,3 Conygre Road,Filton,,Bristol,Avon,BS34 7DA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81118,Stoke Gifford Medical Centre,Ratcliffe Drive,Stoke Gifford,,Bristol,Avon,BS34 8UE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81103,St Mary Street Surgery,St. Mary Street,Thornbury,,Bristol,Avon,BS35 2AT,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81117,Pilning Surgery,Northwick Road,Pilning,,Bristol,Avon,BS35 4JF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81014,Frome Valley Medical Centre,2 Court Road,Frampton Cotterell,,Bristol,Avon,BS36 2DE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81047001,West Walk Surgery: Coalpit Heath Surgery,3 Church Lane,Coalpit Heath,,Bristol,Avon,BS36 2SR,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81042,Kennedy Way Surgery,Kennedy Way,Yate,,Bristol,Gloucestershire,BS37 4AA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81024,Courtside Surgery,Kennedy Way,Yate,,Bristol,Avon,BS37 4DQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81046001,Leap Valley Medical Centre: Abbotswood Surgery,42 Abbotswood,Yate,,Bristol,Avon,BS37 4NG,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81095,Downton Road Surgery,The Crest Family Practice,William Budd Health Centre,Knowle West Health Park,Bristol,Avon,BS4 1WH,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81125,Wells Road Surgery,233 Wells Road,Knowle,,Bristol,Avon,BS4 2DF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81084,Priory Surgery,326 Wells Road,Knowle,,Bristol,Avon,BS4 2QJ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81120,Birchwood Medical Practice,Brooklea Health Centre,Wick Road,,Bristol,Avon,BS4 4HU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81033,Nightingale Valley Practice,Brooklea Health Centre,Wick Road,Brislington,Bristol,Avon,BS4 4HU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81033001,Nightingale Valley Practice: Riverside Surgery,Wyatts View,St. Annes Park,,Bristol,Avon,BS4 4WW,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81086,Mendip Vale Medical Practice,Langford Surgery,Pudding Pie Lane,Langford,Bristol,Avon,BS40 5EL,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81034004,Tyntesfield Medical Group: Long Ashton Surgery,Headley House,55-57 Rayens Cross Road,Long Ashton,Bristol,Avon,BS41 9DY,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81034001,Tyntesfield Medical Group: Brockway Medical Centre,8 Brockway,Nailsea,,Bristol,Avon,BS48 1BZ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81034,Tyntesfield Medical Group,Tower House Medical Centre,Stockway South,,Nailsea,Bristol,BS48 2XX,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81034002,Tyntesfield Medical Group: Backwell Medical Centre,15 West Town Road,Backwell,,Bristol,Avon,BS48 3HA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81086004,Mendip Vale Medical Practice: Yatton Surgery,155 Mendip Road,Yatton,,Bristol,Avon,BS49 4ER,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81086005,Mendip Vale Medical Practice: Congresbury Surgery,Station Road,Congresbury,,Bristol,Avon,BS49 5DX,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81015,Charlotte Keel Medical Practice,Charlotte Keel Health Centre,Seymour Road,Easton,Bristol,Avon,BS5 0UA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81062,Fireclay Health,Bellevue Road,St George,,Bristol,Avon,BS5 7PH,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81133,University of Bristol Students' Health Service,Hampton House Health Centre,St. Michaels Hill,Cotham,Bristol,Avon,BS6 6AU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81090,The Family Practice,Western College,Cotham Road,,Bristol,Avon,BS6 6DF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81669,Mendip Vale Medical Group - Monks Park,24 Monks Park Avenue,,Horfield,Bristol,Avon,BS7 0UE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81078,Gloucester Road Medical Centre,1A Church Road,Horfield,,Bristol,Avon,BS7 8SA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81091,Whiteladies Medical Group,Whiteladies Health Centre,Whatley Road,Clifton,Bristol,Avon,BS8 2PU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81081,Pembroke Road Surgery,111 Pembroke Road,Clifton,,Bristol,Avon,BS8 3EU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81017,Westbury on Trym Primary Care Centre,Westbury Hill,Westbury on Trym,,Bristol,Avon,BS9 3AA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81131,Fallodon Way Medical Centre,13 Fallodon Way,Henleaze,,Bristol,Avon,BS9 4HT,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81029002,Three Shires Medical Practice: Colerne Surgery,35 High Street,Colerne,,Chippenham,Wiltshire,SN14 8DD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
L81029006,Three Shires Medical Practice: Marshfield Surgery,2 Back Lane,Marshfield,,Chippenham,Wiltshire,SN14 8NQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJF2,Cossham Directorate of Surgery,Cossham Memorial Hospital,Lodge Road,,Bristol,Avon,BS15 1LF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ94,Leap Valley Surgery,18 Fouracre Road,,,Bristol,Avon,BS16 6PG,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJT5,Harbourside Family Practice,Marina Healthcare Centre,2 Haven View,,Portishead,Avon,BS20 7QA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJW1,Bedminster Family Practice,Regent Road,,,Bristol,Avon,BS3 4AT,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ96,Close Farm Surgery,47 Victoria Road,Warmley,,Bristol,Avon,BS30 5JZ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ93,Three Shires Medical Practice,111 High Street,Wick,,Bristol,Avon,BS30 5QQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ99,Almondsbury Surgery,Sundays Hill,Almondsbury,,Bristol,Avon,BS32 4DS,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ87,Bradley Stoke Surgery,Brook Way,Bradley Stoke,,Bristol,Avon,BS32 9DS,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ98,Pilning Surgery,The Surgery,Northwick Road,Pilning,Bristol,Avon,BS35 4JE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ81,Wellington Road Surgery,The Surgery,Wellington Road,Yate,Bristol,Avon,BS37 5UY,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RA746,Nailsea Family Practice,Tower House Medical Centre,"Stock Way South, Nailsea",,Bristol,Avon,BS48 2XX,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJK3,Air Balloon Surgery,Kenn Road,,,Bristol,Avon,BS5 7PD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ92,Northville Family Practice,521 Filton Avenue,Horfield,,Bristol,Avon,BS7 0LS,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJK6,Sea Mills Surgery,2 Riverleaze,,,Bristol,Avon,BS9 2HL,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
