LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM
E01019029,Cornwall 020B,2688.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034853,Cornwall 018E,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019020,Cornwall 021C,3218.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019050,Cornwall 018C,15975.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019028,Cornwall 020A,8820.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019051,Cornwall 018D,7177.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019062,Cornwall 019C,11273.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018764,Cornwall 022A,17353.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019052,Cornwall 024A,8372.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034852,Cornwall 016H,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019048,Cornwall 018A,17436.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018778,Cornwall 016D,11447.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019061,Cornwall 019B,19190.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018772,Cornwall 017D,22783.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018944,Cornwall 011C,10180.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018771,Cornwall 017C,4080.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018770,Cornwall 017B,4389.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018768,Cornwall 016B,16361.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034851,Cornwall 016G,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034850,Cornwall 016F,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018767,Cornwall 017A,3275.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018945,Cornwall 011D,12709.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018931,Cornwall 015E,15694.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018935,Cornwall 014D,17744.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034849,Cornwall 016E,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019060,Cornwall 019A,17178.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018934,Cornwall 014C,21078.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018765,Cornwall 023C,13769.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018930,Cornwall 015D,1821.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018929,Cornwall 015C,11578.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018933,Cornwall 014B,2579.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018928,Cornwall 015B,4835.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018927,Cornwall 015A,8507.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018932,Cornwall 014A,8641.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018782,Cornwall 012B,11858.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018779,Cornwall 013D,13130.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018783,Cornwall 012C,13535.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018750,Cornwall 013A,18263.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018751,Cornwall 013B,5443.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018756,Cornwall 010D,13322.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018755,Cornwall 010C,18948.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018954,Cornwall 008A,11274.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018784,Cornwall 012D,9427.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018752,Cornwall 013C,17741.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018924,Cornwall 007A,11848.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018956,Cornwall 008C,12564.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018753,Cornwall 010A,17307.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018754,Cornwall 010B,10851.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018973,Cornwall 009D,16928.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018972,Cornwall 009C,13666.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018971,Cornwall 009B,22922.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018970,Cornwall 009A,25130.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018926,Cornwall 011B,11670.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018777,Cornwall 012A,12248.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018967,Cornwall 006E,14488.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018955,Cornwall 008B,14541.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018923,Cornwall 011A,15748.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018958,Cornwall 008E,11350.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018957,Cornwall 008D,16707.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018966,Cornwall 006D,16110.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01033289,Cornwall 007E,14501.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018962,Cornwall 007B,12296.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018925,Cornwall 006A,9678.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018965,Cornwall 006C,11408.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018940,Cornwall 003A,14805.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01033292,Cornwall 004E,4945.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01033291,Cornwall 004D,13005.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034848,Cornwall 005G,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018946,Cornwall 005A,15719.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034847,Cornwall 005F,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018950,Cornwall 005E,11253.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018948,Cornwall 005C,13141.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018949,Cornwall 005D,4776.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018941,Cornwall 003B,10874.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018952,Cornwall 006B,10928.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018968,Cornwall 004C,10268.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018942,Cornwall 003C,10473.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018953,Cornwall 004B,8356.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018969,Cornwall 003D,11913.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018974,Cornwall 002C,8403.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018951,Cornwall 002B,10912.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018938,Cornwall 001C,13971.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018960,Cornwall 001E,16037.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018937,Cornwall 001B,8452.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018936,Cornwall 001A,15673.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018959,Cornwall 001D,16351.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018961,Cornwall 001F,11786.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018943,Cornwall 002A,12514.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
