LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM
E01020338,West Devon 005G,20748.0,West Devon,Urban,NHS Devon Integrated Care Board
E01020334,West Devon 005C,14800.0,West Devon,Urban,NHS Devon Integrated Care Board
E01020336,West Devon 005E,31237.0,West Devon,Urban,NHS Devon Integrated Care Board
E01020335,West Devon 005D,18699.0,West Devon,Urban,NHS Devon Integrated Care Board
E01020196,Teignbridge 017B,14847.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020215,Teignbridge 016D,28142.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020226,Teignbridge 015C,19520.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020214,Teignbridge 016C,21076.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020261,Teignbridge 011E,24072.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020194,Teignbridge 013B,30496.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020213,Teignbridge 016B,15056.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020225,Teignbridge 015B,9574.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020224,Teignbridge 014D,15378.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020212,Teignbridge 016A,7165.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020211,Teignbridge 014A,6339.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020209,Teignbridge 012B,19802.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020216,Teignbridge 015A,6522.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020218,Teignbridge 014C,8303.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020217,Teignbridge 014B,11518.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020195,Teignbridge 017A,15566.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020208,Teignbridge 012A,12809.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020260,Teignbridge 011D,26516.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01034168,Teignbridge 013F,,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020210,Teignbridge 012C,27958.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020219,Teignbridge 012D,20125.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020252,Teignbridge 009B,11476.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020269,Teignbridge 010B,5394.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020255,Teignbridge 009E,17938.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01034167,Teignbridge 013E,,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020264,Teignbridge 010A,8287.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020272,Teignbridge 010D,8288.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020271,Teignbridge 010C,12347.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020250,Teignbridge 009A,23436.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020201,Teignbridge 011B,28320.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020267,Teignbridge 008C,22955.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020254,Teignbridge 009D,10989.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020266,Teignbridge 008B,26087.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020253,Teignbridge 009C,30287.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020270,Teignbridge 008E,28159.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020265,Teignbridge 008A,27771.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020237,Teignbridge 007D,18144.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020268,Teignbridge 008D,25543.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020257,Teignbridge 009F,28412.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020236,Teignbridge 007C,29432.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020256,Teignbridge 013D,16712.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020233,Teignbridge 006B,22981.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020251,Teignbridge 011C,21682.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020204,Teignbridge 007B,18000.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020200,Teignbridge 011A,29625.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020234,Teignbridge 006C,11125.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020228,Teignbridge 006A,9116.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020202,Teignbridge 007A,22077.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020235,Teignbridge 006D,13823.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020232,Teignbridge 005D,17310.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020331,West Devon 004C,13194.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020230,Teignbridge 005B,15861.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020231,Teignbridge 005C,18779.0,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020203,Teignbridge 004A,30659.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020206,Teignbridge 004B,21570.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01034166,Teignbridge 005F,,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020222,Teignbridge 004E,31421.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01034165,Teignbridge 005E,,Teignbridge,Urban,NHS Devon Integrated Care Board
E01020220,Teignbridge 004C,18969.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020223,Teignbridge 004F,17318.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020205,Teignbridge 003A,20742.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01019913,East Devon 020B,26060.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019912,East Devon 020A,20829.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019916,East Devon 019A,11616.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019914,East Devon 020C,6745.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019915,East Devon 020D,25806.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019918,East Devon 019C,11927.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019917,East Devon 019B,17907.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019919,East Devon 019D,12577.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019921,East Devon 018B,25799.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019910,East Devon 016C,26107.0,East Devon,Urban,NHS Devon Integrated Care Board
E01020325,West Devon 004B,12341.0,West Devon,Rural,NHS Devon Integrated Care Board
E01019922,East Devon 018C,10143.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019920,East Devon 018A,20255.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019896,East Devon 017C,28408.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019894,East Devon 017A,29442.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019923,East Devon 018D,14799.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019904,East Devon 015A,15206.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019909,East Devon 016B,30838.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019911,East Devon 016D,28174.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019897,East Devon 017D,17426.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019907,East Devon 015D,28665.0,East Devon,Urban,NHS Devon Integrated Care Board
E01020332,West Devon 005A,15326.0,West Devon,Urban,NHS Devon Integrated Care Board
E01020337,West Devon 005F,10187.0,West Devon,Urban,NHS Devon Integrated Care Board
E01020333,West Devon 005B,29396.0,West Devon,Urban,NHS Devon Integrated Care Board
E01020259,Teignbridge 003C,14983.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020323,West Devon 003C,10355.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020324,West Devon 006B,13961.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020318,West Devon 003A,20898.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020314,West Devon 004A,11762.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020329,West Devon 002C,17662.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020319,West Devon 003B,14912.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020221,Teignbridge 004D,18876.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020245,Teignbridge 002E,21279.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020244,Teignbridge 002D,20397.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020241,Teignbridge 002B,18426.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020240,Teignbridge 002A,23786.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020258,Teignbridge 003B,20337.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020273,Teignbridge 003D,22431.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020274,Teignbridge 001D,17904.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01033236,Exeter 015F,29118.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020243,Teignbridge 001A,19093.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01019906,East Devon 015C,28700.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019924,East Devon 018E,17190.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019908,East Devon 016A,21757.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019895,East Devon 017B,29782.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019905,East Devon 015B,32202.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019965,East Devon 014C,26671.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019964,East Devon 014B,27639.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019945,East Devon 013B,17007.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019963,East Devon 013C,31864.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019956,East Devon 012A,27792.0,East Devon,Urban,NHS Devon Integrated Care Board
E01020242,Teignbridge 002C,31322.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01033235,Exeter 015E,28099.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034635,Exeter 015H,,Exeter,Urban,NHS Devon Integrated Care Board
E01034634,Exeter 015G,,Exeter,Urban,NHS Devon Integrated Care Board
E01020012,Exeter 015B,9970.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019968,Exeter 014A,26754.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019970,Exeter 014C,26881.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020011,Exeter 015A,25560.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034633,Exeter 011I,,Exeter,Urban,NHS Devon Integrated Care Board
E01034632,Exeter 011H,,Exeter,Urban,NHS Devon Integrated Care Board
E01019969,Exeter 014B,22269.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019973,Exeter 012A,21508.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020015,Exeter 013E,3556.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020010,Exeter 013B,8906.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019971,Exeter 014D,17673.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019972,Exeter 014E,13796.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019977,Exeter 012D,20992.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019976,Exeter 012C,25912.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020023,Exeter 009B,26932.0,Exeter,Urban,NHS Devon Integrated Care Board
E01033232,Exeter 011F,24668.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020340,West Devon 004D,14731.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020286,Torridge 009A,7803.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020290,Torridge 009C,10141.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020031,Exeter 010D,20487.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020032,Exeter 010E,11492.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020027,Exeter 011B,24460.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020014,Exeter 013D,5662.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020013,Exeter 013C,14375.0,Exeter,Urban,NHS Devon Integrated Care Board
E01033234,Exeter 011G,26869.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019975,Exeter 010A,7783.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019974,Exeter 012B,19061.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020025,Exeter 009D,19618.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020024,Exeter 009C,31519.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020030,Exeter 010C,14140.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019988,Exeter 013A,25363.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020026,Exeter 011A,29869.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020029,Exeter 010B,19807.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034631,Exeter 008G,,Exeter,Urban,NHS Devon Integrated Care Board
E01034630,Exeter 008F,,Exeter,Urban,NHS Devon Integrated Care Board
E01019996,Exeter 009A,21566.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020018,Exeter 008E,9203.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019986,Exeter 007A,30264.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019987,Exeter 006A,20506.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019981,Exeter 012E,14017.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019989,Exeter 006B,26823.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019985,Exeter 005E,7128.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020040,Exeter 007E,16149.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019995,Exeter 008B,5708.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020009,Exeter 006E,23253.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020038,Exeter 011E,27291.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020039,Exeter 007D,5897.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019984,Exeter 005D,28554.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020262,Teignbridge 001B,12472.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01019994,Exeter 008A,16010.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020036,Exeter 007B,15892.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020017,Exeter 008D,14716.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020022,Exeter 004E,10997.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019983,Exeter 005C,25813.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020008,Exeter 006D,23605.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020006,Exeter 006C,16998.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020037,Exeter 007C,7475.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020020,Exeter 004C,17188.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019997,Exeter 004A,21190.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020021,Exeter 004D,21193.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020007,Exeter 002E,17796.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020019,Exeter 004B,27981.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020005,Exeter 003E,7021.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019980,Exeter 005A,12967.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019992,Exeter 003A,13633.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020004,Exeter 003D,31397.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019982,Exeter 005B,17412.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020263,Teignbridge 001C,21259.0,Teignbridge,Rural,NHS Devon Integrated Care Board
E01020000,Exeter 002D,11226.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019999,Exeter 001D,30457.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019991,Exeter 002B,8835.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034629,Exeter 001H,,Exeter,Urban,NHS Devon Integrated Care Board
E01019998,Exeter 001C,28991.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034622,East Devon 021E,,East Devon,Urban,NHS Devon Integrated Care Board
E01020002,Exeter 003B,16285.0,Exeter,Urban,NHS Devon Integrated Care Board
E01019990,Exeter 002A,5792.0,Exeter,Urban,NHS Devon Integrated Care Board
E01020082,Mid Devon 009D,16935.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020003,Exeter 003C,25854.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034628,Exeter 001G,,Exeter,Urban,NHS Devon Integrated Care Board
E01019940,East Devon 008B,28956.0,East Devon,Rural,NHS Devon Integrated Care Board
E01034623,East Devon 021F,,East Devon,Rural,NHS Devon Integrated Care Board
E01019942,East Devon 008C,19675.0,East Devon,Rural,NHS Devon Integrated Care Board
E01034627,East Devon 022D,,East Devon,Urban,NHS Devon Integrated Care Board
E01019943,East Devon 008D,30829.0,East Devon,Rural,NHS Devon Integrated Care Board
E01034626,East Devon 022C,,East Devon,Urban,NHS Devon Integrated Care Board
E01034625,East Devon 022B,,East Devon,Urban,NHS Devon Integrated Care Board
E01019944,East Devon 008E,28301.0,East Devon,Rural,NHS Devon Integrated Care Board
E01034624,East Devon 022A,,East Devon,Urban,NHS Devon Integrated Care Board
E01019962,East Devon 004F,25183.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019993,Exeter 002C,28257.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034621,East Devon 021D,,East Devon,Urban,NHS Devon Integrated Care Board
E01020001,Exeter 001E,31643.0,Exeter,Urban,NHS Devon Integrated Care Board
E01034620,East Devon 021C,,East Devon,Rural,NHS Devon Integrated Care Board
E01019903,East Devon 021A,19145.0,East Devon,Rural,NHS Devon Integrated Care Board
E01020083,Mid Devon 010D,16404.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020041,Mid Devon 011A,12838.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020068,Mid Devon 010A,13279.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020042,Mid Devon 011B,28993.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020061,Mid Devon 011D,24215.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020339,West Devon 003D,13346.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020328,West Devon 002B,15226.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020330,West Devon 002D,13311.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020327,West Devon 002A,18273.0,West Devon,Rural,NHS Devon Integrated Care Board
E01034643,West Devon 001F,,West Devon,Rural,NHS Devon Integrated Care Board
E01034642,West Devon 001E,,West Devon,Rural,NHS Devon Integrated Care Board
E01020076,Mid Devon 009C,14913.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020326,West Devon 001D,17975.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020320,West Devon 001A,11442.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020321,West Devon 001B,10943.0,West Devon,Rural,NHS Devon Integrated Care Board
E01020294,Torridge 008C,6946.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020302,Torridge 008D,10739.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020289,Torridge 009B,11017.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020293,Torridge 008B,9851.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020060,Mid Devon 011C,15349.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020071,Mid Devon 008D,20624.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020069,Mid Devon 010B,14924.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020044,Mid Devon 008B,19349.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020077,Mid Devon 001D,15044.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020070,Mid Devon 010C,15839.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020081,Mid Devon 005D,11197.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020051,Mid Devon 002B,25894.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020052,Mid Devon 004A,12332.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020079,Mid Devon 005C,7072.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01019957,East Devon 012B,30085.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019955,East Devon 011D,17985.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019958,East Devon 012C,27242.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019952,East Devon 011A,26960.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019937,East Devon 013A,27685.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019953,East Devon 011B,23972.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019898,East Devon 014A,24254.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019954,East Devon 011C,16908.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019951,East Devon 009C,26767.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019939,East Devon 008A,27420.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019890,East Devon 009A,25883.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019947,East Devon 010B,15548.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019946,East Devon 010A,25360.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019950,East Devon 010E,15953.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019948,East Devon 010C,23535.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019949,East Devon 010D,28437.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019899,East Devon 007A,21143.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019901,East Devon 009B,14049.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019936,East Devon 007D,17354.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019931,East Devon 003D,31871.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019961,East Devon 007E,24023.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019889,East Devon 005D,24605.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019887,East Devon 005B,13255.0,East Devon,Rural,NHS Devon Integrated Care Board
E01034618,East Devon 005F,,East Devon,Rural,NHS Devon Integrated Care Board
E01019888,East Devon 005C,17779.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019966,East Devon 005E,22812.0,East Devon,Rural,NHS Devon Integrated Care Board
E01032628,East Devon 004G,20064.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019891,East Devon 021B,17494.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019925,East Devon 004A,29517.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019930,East Devon 003C,26287.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019959,East Devon 004D,17360.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019960,East Devon 004E,22039.0,East Devon,Rural,NHS Devon Integrated Care Board
E01020043,Mid Devon 008A,21998.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020056,Mid Devon 008C,17869.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01019902,East Devon 001A,18065.0,East Devon,Rural,NHS Devon Integrated Care Board
E01020058,Mid Devon 007D,28834.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01019935,East Devon 007C,18734.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019929,East Devon 003B,24895.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019934,East Devon 002D,22304.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019928,East Devon 003A,19116.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019927,East Devon 002A,11056.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019932,East Devon 002B,11603.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019933,East Devon 002C,18493.0,East Devon,Urban,NHS Devon Integrated Care Board
E01019938,East Devon 001B,15649.0,East Devon,Rural,NHS Devon Integrated Care Board
E01019967,East Devon 001C,16763.0,East Devon,Rural,NHS Devon Integrated Care Board
E01020075,Mid Devon 003C,23111.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020055,Mid Devon 007B,13938.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020057,Mid Devon 007C,15457.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020054,Mid Devon 007A,26629.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020062,Mid Devon 006C,32229.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020064,Mid Devon 006D,19760.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020063,Mid Devon 003A,21482.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020074,Mid Devon 003B,19103.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020059,Mid Devon 006B,19447.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020045,Mid Devon 006A,16627.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020046,Mid Devon 001A,14903.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01034619,East Devon 005G,,East Devon,Rural,NHS Devon Integrated Care Board
E01020072,Mid Devon 009A,14304.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020073,Mid Devon 009B,10237.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020311,Torridge 007D,12216.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020287,Torridge 007A,9902.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020303,Torridge 007B,12222.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020098,North Devon 014B,12750.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020305,Torridge 006B,14038.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020304,Torridge 006A,19968.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020306,Torridge 006C,26139.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020307,Torridge 006D,11759.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020053,Mid Devon 004B,11659.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020078,Mid Devon 005B,8009.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020065,Mid Devon 004C,14245.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020048,Mid Devon 005A,10179.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020067,Mid Devon 004D,7951.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020080,Mid Devon 002D,22318.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01034637,Mid Devon 002F,,Mid Devon,Urban,NHS Devon Integrated Care Board
E01034636,Mid Devon 002E,,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020047,Mid Devon 002A,22146.0,Mid Devon,Urban,NHS Devon Integrated Care Board
E01020138,North Devon 014C,10100.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020301,Torridge 009D,11712.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020309,Torridge 008E,10477.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020291,Torridge 008A,12600.0,Torridge,Rural,NHS Devon Integrated Care Board
