LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01022344,Gloucester 012B,14347.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022344,Gloucester 012B,E02004647,Gloucester 012,E07000081,Gloucester,1551,81,93,88,83,83,76,99,92,70,83,124,122,114,83,88,75,56,41
E01022333,Gloucester 009E,621.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022333,Gloucester 009E,E02004644,Gloucester 009,E07000081,Gloucester,1534,99,106,104,82,91,99,118,117,100,73,92,129,103,74,56,32,38,21
E01022334,Gloucester 009F,15510.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022334,Gloucester 009F,E02004644,Gloucester 009,E07000081,Gloucester,1925,106,125,130,82,106,111,151,138,107,105,122,133,106,116,96,66,65,60
E01022331,Gloucester 009D,10417.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022331,Gloucester 009D,E02004644,Gloucester 009,E07000081,Gloucester,1338,70,81,98,94,85,90,80,90,86,77,125,103,87,50,48,33,21,20
E01034794,Gloucester 004J,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034794,Gloucester 004J,E02004639,Gloucester 004,E07000081,Gloucester,1934,123,121,118,82,96,121,156,187,126,105,132,127,96,96,75,73,59,41
E01022277,Gloucester 010B,20806.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022277,Gloucester 010B,E02004645,Gloucester 010,E07000081,Gloucester,1444,59,79,67,63,49,59,76,90,90,81,78,94,119,138,124,87,55,36
E01022324,Gloucester 011E,3508.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022324,Gloucester 011E,E02004646,Gloucester 011,E07000081,Gloucester,1642,112,139,100,102,84,97,141,115,83,79,110,126,95,89,75,44,17,34
E01022322,Gloucester 011D,3800.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022322,Gloucester 011D,E02004646,Gloucester 011,E07000081,Gloucester,1361,66,95,91,74,61,80,92,71,67,92,106,94,78,64,76,57,44,53
E01022278,Gloucester 007A,24912.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022278,Gloucester 007A,E02004642,Gloucester 007,E07000081,Gloucester,1618,85,85,123,79,65,80,107,108,109,98,107,105,112,110,127,56,35,27
E01022280,Gloucester 010C,24763.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022280,Gloucester 010C,E02004645,Gloucester 010,E07000081,Gloucester,1491,84,89,86,63,80,132,142,122,93,112,122,116,90,57,43,29,22,9
E01022323,Gloucester 008C,2948.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022323,Gloucester 008C,E02004643,Gloucester 008,E07000081,Gloucester,1784,106,143,163,140,100,115,122,142,116,120,137,121,90,58,47,29,21,14
E01022279,Gloucester 007B,24487.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022279,Gloucester 007B,E02004642,Gloucester 007,E07000081,Gloucester,1465,64,119,112,89,66,66,94,113,95,87,114,102,86,77,70,55,25,31
E01022327,Gloucester 009B,16078.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022327,Gloucester 009B,E02004644,Gloucester 009,E07000081,Gloucester,1497,78,102,106,73,98,89,108,99,108,104,104,106,76,76,51,55,24,40
E01022329,Gloucester 008E,2221.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022329,Gloucester 008E,E02004643,Gloucester 008,E07000081,Gloucester,1679,115,162,140,128,90,117,129,123,111,90,112,101,83,58,46,32,22,20
E01022321,Gloucester 011C,14918.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022321,Gloucester 011C,E02004646,Gloucester 011,E07000081,Gloucester,1634,78,95,109,82,91,108,132,104,97,97,136,115,116,82,72,51,41,28
E01022328,Gloucester 008D,5238.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022328,Gloucester 008D,E02004643,Gloucester 008,E07000081,Gloucester,1397,69,98,117,105,85,65,96,86,102,92,91,110,96,58,43,40,24,20
E01022286,Gloucester 007F,7316.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022286,Gloucester 007F,E02004642,Gloucester 007,E07000081,Gloucester,1725,112,141,142,104,93,126,135,133,116,112,113,111,88,66,55,41,23,14
E01022282,Gloucester 007C,29379.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022282,Gloucester 007C,E02004642,Gloucester 007,E07000081,Gloucester,2659,112,154,189,217,167,141,133,155,178,236,285,212,155,97,91,72,36,29
E01022294,Gloucester 008B,7298.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022294,Gloucester 008B,E02004643,Gloucester 008,E07000081,Gloucester,1783,136,133,116,111,123,151,165,122,118,116,123,101,84,60,45,32,27,20
E01022284,Gloucester 007D,6076.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022284,Gloucester 007D,E02004642,Gloucester 007,E07000081,Gloucester,1273,78,81,71,57,78,98,92,96,83,72,90,92,74,61,66,40,26,18
E01022285,Gloucester 007E,5091.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022285,Gloucester 007E,E02004642,Gloucester 007,E07000081,Gloucester,1408,68,93,109,97,103,83,86,89,81,87,106,111,83,61,58,36,21,36
E01022283,Gloucester 006A,29131.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022283,Gloucester 006A,E02004641,Gloucester 006,E07000081,Gloucester,1469,61,68,77,63,52,44,48,82,75,89,114,132,125,102,119,92,69,57
E01022293,Gloucester 008A,6630.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022293,Gloucester 008A,E02004643,Gloucester 008,E07000081,Gloucester,1613,87,108,107,77,140,150,132,113,95,97,122,107,97,35,37,27,36,46
E01022291,Gloucester 005D,3126.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022291,Gloucester 005D,E02004640,Gloucester 005,E07000081,Gloucester,1842,149,136,122,160,118,128,173,148,138,128,110,100,76,50,42,35,14,15
E01022288,Gloucester 005A,5747.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022288,Gloucester 005A,E02004640,Gloucester 005,E07000081,Gloucester,2031,150,169,164,115,121,142,207,177,155,136,128,114,80,58,41,39,19,16
E01022292,Gloucester 005E,5136.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022292,Gloucester 005E,E02004640,Gloucester 005,E07000081,Gloucester,1553,107,114,104,130,126,112,115,100,98,112,94,92,84,54,31,35,28,17
E01022290,Gloucester 005C,5660.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022290,Gloucester 005C,E02004640,Gloucester 005,E07000081,Gloucester,1411,87,107,115,101,100,86,106,76,84,99,113,87,82,57,33,33,23,22
E01022289,Gloucester 005B,4101.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022289,Gloucester 005B,E02004640,Gloucester 005,E07000081,Gloucester,1768,121,118,137,129,125,121,141,155,131,111,104,87,95,55,42,37,31,28
E01034793,Gloucester 004I,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034793,Gloucester 004I,E02004639,Gloucester 004,E07000081,Gloucester,1475,65,39,27,63,212,185,221,126,101,96,86,93,64,43,22,13,10,9
E01034792,Gloucester 004H,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034792,Gloucester 004H,E02004639,Gloucester 004,E07000081,Gloucester,1522,37,25,23,327,264,200,124,87,77,51,68,81,48,26,40,25,11,8
E01022287,Gloucester 007G,19179.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022287,Gloucester 007G,E02004642,Gloucester 007,E07000081,Gloucester,1955,101,133,122,105,132,128,127,122,124,134,136,129,112,102,72,72,43,61
E01022298,Gloucester 003D,25618.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022298,Gloucester 003D,E02004638,Gloucester 003,E07000081,Gloucester,1636,93,88,91,92,93,82,110,88,103,122,145,117,107,73,79,59,31,63
E01032937,Gloucester 004F,1579.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01032937,Gloucester 004F,E02004639,Gloucester 004,E07000081,Gloucester,1509,74,48,37,71,250,157,150,129,108,86,89,79,85,56,42,23,12,13
E01022312,Gloucester 002D,15803.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022312,Gloucester 002D,E02004637,Gloucester 002,E07000081,Gloucester,2303,84,99,105,131,212,216,196,165,154,164,126,137,103,91,83,59,72,106
E01022311,Gloucester 002C,1456.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022311,Gloucester 002C,E02004637,Gloucester 002,E07000081,Gloucester,2001,100,80,59,73,230,197,191,171,142,144,119,108,103,64,56,53,38,73
E01022209,Cotswold 009E,23758.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022209,Cotswold 009E,E02004623,Cotswold 009,E07000079,Cotswold,1184,50,66,61,68,50,55,39,68,70,79,102,107,86,94,88,48,31,22
E01022204,Cotswold 009C,28090.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022204,Cotswold 009C,E02004623,Cotswold 009,E07000079,Cotswold,1396,66,89,79,62,66,69,65,86,77,92,101,113,88,88,116,76,34,29
E01022202,Cotswold 009A,27919.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022202,Cotswold 009A,E02004623,Cotswold 009,E07000079,Cotswold,1378,69,88,124,79,52,48,70,71,76,91,114,99,87,100,101,57,32,20
E01022215,Cotswold 005D,20284.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022215,Cotswold 005D,E02004619,Cotswold 005,E07000079,Cotswold,1734,74,82,81,73,54,49,64,83,83,133,146,153,198,126,130,101,66,38
E01022181,Cotswold 003B,30353.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022181,Cotswold 003B,E02004617,Cotswold 003,E07000079,Cotswold,1789,58,69,119,83,61,52,53,77,99,117,106,131,120,134,171,134,117,88
E01034784,Cotswold 003F,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034784,Cotswold 003F,E02004617,Cotswold 003,E07000079,Cotswold,1414,49,74,83,68,57,58,59,81,90,95,95,97,113,83,99,85,75,53
E01034783,Cotswold 003E,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034783,Cotswold 003E,E02004617,Cotswold 003,E07000079,Cotswold,1365,98,85,88,63,59,86,116,104,87,93,95,101,58,48,58,40,38,48
E01022179,Cotswold 001A,20381.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022179,Cotswold 001A,E02004615,Cotswold 001,E07000079,Cotswold,1961,71,77,108,89,61,64,64,81,94,129,176,193,193,145,153,119,79,65
E01022210,Cotswold 009F,18487.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022210,Cotswold 009F,E02004623,Cotswold 009,E07000079,Cotswold,1493,85,46,43,59,56,57,68,69,62,83,107,130,106,134,133,113,79,63
E01022208,Cotswold 009D,32453.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022208,Cotswold 009D,E02004623,Cotswold 009,E07000079,Cotswold,1647,57,96,87,83,44,38,61,90,100,106,130,129,153,114,142,85,75,57
E01034786,Cotswold 003H,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034786,Cotswold 003H,E02004617,Cotswold 003,E07000079,Cotswold,1599,126,159,134,84,48,66,118,141,161,139,119,103,74,41,40,26,10,10
E01034785,Cotswold 003G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034785,Cotswold 003G,E02004617,Cotswold 003,E07000079,Cotswold,1430,34,69,85,74,60,68,49,55,73,127,125,148,110,104,105,75,31,38
E01022177,Cotswold 002A,23544.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022177,Cotswold 002A,E02004616,Cotswold 002,E07000079,Cotswold,1905,40,49,76,77,69,74,72,83,69,90,135,185,143,153,174,143,117,156
E01022178,Cotswold 002B,23165.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022178,Cotswold 002B,E02004616,Cotswold 002,E07000079,Cotswold,1302,54,44,80,54,50,35,58,65,71,80,105,109,106,95,97,98,57,44
E01034782,Cotswold 002G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034782,Cotswold 002G,E02004616,Cotswold 002,E07000079,Cotswold,1299,38,53,62,48,43,56,67,65,77,77,103,119,94,97,98,91,61,50
E01022205,Cotswold 002C,20167.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022205,Cotswold 002C,E02004616,Cotswold 002,E07000079,Cotswold,1790,70,71,84,76,65,67,74,80,87,119,162,178,127,152,129,106,80,63
E01022211,Cotswold 002D,17850.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022211,Cotswold 002D,E02004616,Cotswold 002,E07000079,Cotswold,1943,77,70,66,67,74,99,113,85,85,116,135,132,159,127,161,133,107,137
E01034781,Cotswold 002F,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034781,Cotswold 002F,E02004616,Cotswold 002,E07000079,Cotswold,1777,154,156,126,74,83,138,181,154,141,104,99,103,65,73,57,40,12,17
E01022183,Cotswold 001C,26611.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022183,Cotswold 001C,E02004615,Cotswold 001,E07000079,Cotswold,1541,41,65,81,63,59,38,53,66,75,81,105,138,123,107,125,128,97,96
E01022184,Cotswold 001D,23491.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022184,Cotswold 001D,E02004615,Cotswold 001,E07000079,Cotswold,1542,56,54,73,58,34,51,60,57,60,77,114,151,144,143,121,148,73,68
E01022185,Cotswold 001E,27252.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022185,Cotswold 001E,E02004615,Cotswold 001,E07000079,Cotswold,1968,99,102,138,85,56,65,97,94,124,124,143,160,116,134,148,108,73,102
E01022413,Stroud 012D,23379.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022413,Stroud 012D,E02004662,Stroud 012,E07000082,Stroud,2026,86,100,107,111,100,97,84,88,90,128,178,211,181,115,124,110,57,59
E01022353,Stroud 012C,27195.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022353,Stroud 012C,E02004662,Stroud 012,E07000082,Stroud,1633,113,86,77,64,70,129,133,100,79,102,146,89,98,95,100,76,47,29
E01022352,Stroud 012B,26809.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022352,Stroud 012B,E02004662,Stroud 012,E07000082,Stroud,1297,43,43,65,47,47,72,61,47,64,73,102,119,119,116,102,75,57,45
E01022227,Forest of Dean 009B,15469.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022227,Forest of Dean 009B,E02004634,Forest of Dean 009,E07000080,Forest of Dean,1575,60,75,73,62,58,54,83,56,74,98,123,153,124,105,119,123,74,61
E01022226,Forest of Dean 009A,20516.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022226,Forest of Dean 009A,E02004634,Forest of Dean 009,E07000080,Forest of Dean,1417,53,50,78,82,72,88,75,63,76,108,98,110,97,76,91,78,67,55
E01022254,Forest of Dean 009C,7508.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022254,Forest of Dean 009C,E02004634,Forest of Dean 009,E07000080,Forest of Dean,2539,199,207,163,126,156,190,234,150,123,142,163,154,116,115,116,76,51,58
E01022256,Forest of Dean 009E,7578.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022256,Forest of Dean 009E,E02004634,Forest of Dean 009,E07000080,Forest of Dean,1744,74,92,94,85,106,105,98,100,84,103,133,123,97,108,118,93,60,71
E01022257,Forest of Dean 009F,25939.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022257,Forest of Dean 009F,E02004634,Forest of Dean 009,E07000080,Forest of Dean,1758,55,83,79,83,60,91,95,87,59,82,149,137,139,142,174,116,63,64
E01022273,Forest of Dean 010C,20570.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022273,Forest of Dean 010C,E02004635,Forest of Dean 010,E07000080,Forest of Dean,1423,98,95,54,98,162,197,125,99,59,50,56,49,47,55,73,48,28,30
E01022272,Forest of Dean 010B,14533.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022272,Forest of Dean 010B,E02004635,Forest of Dean 010,E07000080,Forest of Dean,1340,55,88,78,65,51,65,88,80,55,74,99,104,93,71,96,80,49,49
E01022275,Forest of Dean 010E,25662.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022275,Forest of Dean 010E,E02004635,Forest of Dean 010,E07000080,Forest of Dean,1991,111,112,108,111,72,85,94,103,129,138,133,148,134,125,140,91,86,71
E01022274,Forest of Dean 010D,21394.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022274,Forest of Dean 010D,E02004635,Forest of Dean 010,E07000080,Forest of Dean,1202,49,65,66,60,40,50,55,64,64,87,93,105,87,79,105,61,43,29
E01022248,Forest of Dean 010A,20051.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022248,Forest of Dean 010A,E02004635,Forest of Dean 010,E07000080,Forest of Dean,1668,51,77,85,66,53,45,59,78,95,82,131,162,140,155,178,104,55,52
E01022263,Forest of Dean 006C,18596.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022263,Forest of Dean 006C,E02004631,Forest of Dean 006,E07000080,Forest of Dean,1915,88,79,97,88,58,68,80,88,94,113,163,188,174,135,149,120,69,64
E01022351,Stroud 012A,16677.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022351,Stroud 012A,E02004662,Stroud 012,E07000082,Stroud,1611,80,99,107,84,55,84,103,114,112,100,101,129,108,110,81,49,49,46
E01022255,Forest of Dean 009D,26118.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022255,Forest of Dean 009D,E02004634,Forest of Dean 009,E07000080,Forest of Dean,2270,163,136,106,96,127,192,185,151,127,110,164,173,132,121,121,75,58,33
E01022228,Forest of Dean 005A,11980.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022228,Forest of Dean 005A,E02004630,Forest of Dean 005,E07000080,Forest of Dean,1683,80,77,71,85,68,54,86,106,91,131,126,142,137,117,116,87,54,55
E01022250,Forest of Dean 004G,13345.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022250,Forest of Dean 004G,E02004629,Forest of Dean 004,E07000080,Forest of Dean,2147,124,160,150,101,86,124,150,155,119,123,138,158,141,128,127,77,56,30
E01022249,Forest of Dean 004F,17244.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022249,Forest of Dean 004F,E02004629,Forest of Dean 004,E07000080,Forest of Dean,2044,69,88,91,93,91,103,96,106,102,144,172,186,168,151,136,123,63,62
E01022265,Forest of Dean 005C,12901.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022265,Forest of Dean 005C,E02004630,Forest of Dean 005,E07000080,Forest of Dean,1692,52,52,73,85,95,74,90,66,53,102,152,156,148,118,154,106,63,53
E01022239,Forest of Dean 004D,20616.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022239,Forest of Dean 004D,E02004629,Forest of Dean 004,E07000080,Forest of Dean,1579,51,79,90,85,72,96,83,85,84,90,124,133,123,123,106,64,59,32
E01022236,Forest of Dean 004A,17472.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022236,Forest of Dean 004A,E02004629,Forest of Dean 004,E07000080,Forest of Dean,2061,109,113,130,95,85,120,138,124,122,135,144,153,135,127,123,95,52,61
E01022237,Forest of Dean 004B,7412.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022237,Forest of Dean 004B,E02004629,Forest of Dean 004,E07000080,Forest of Dean,1490,90,97,98,74,82,93,82,91,98,89,111,101,96,97,68,55,31,37
E01022230,Forest of Dean 005B,21053.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022230,Forest of Dean 005B,E02004630,Forest of Dean 005,E07000080,Forest of Dean,1818,65,90,81,94,70,63,73,86,89,125,143,154,150,130,129,109,65,102
E01022264,Forest of Dean 008C,17156.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022264,Forest of Dean 008C,E02004633,Forest of Dean 008,E07000080,Forest of Dean,1530,54,85,71,67,64,73,74,77,74,100,116,137,105,129,119,81,63,41
E01022246,Forest of Dean 007G,25678.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022246,Forest of Dean 007G,E02004632,Forest of Dean 007,E07000080,Forest of Dean,1304,50,68,88,62,56,60,51,57,61,85,120,99,85,113,110,64,41,34
E01022245,Forest of Dean 007F,8784.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022245,Forest of Dean 007F,E02004632,Forest of Dean 007,E07000080,Forest of Dean,1350,74,96,73,61,68,86,83,98,64,62,113,117,84,71,67,62,31,40
E01022243,Forest of Dean 007D,10684.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022243,Forest of Dean 007D,E02004632,Forest of Dean 007,E07000080,Forest of Dean,1405,64,80,117,66,70,73,94,68,72,88,103,112,78,88,97,58,40,37
E01022242,Forest of Dean 007C,11140.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022242,Forest of Dean 007C,E02004632,Forest of Dean 007,E07000080,Forest of Dean,1821,107,85,113,96,84,109,122,103,88,91,123,145,104,114,127,108,55,47
E01022241,Forest of Dean 007B,12384.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022241,Forest of Dean 007B,E02004632,Forest of Dean 007,E07000080,Forest of Dean,1851,89,70,80,62,83,101,112,97,92,99,141,140,137,124,129,96,88,111
E01022244,Forest of Dean 007E,15827.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022244,Forest of Dean 007E,E02004632,Forest of Dean 007,E07000080,Forest of Dean,1538,64,75,97,76,86,65,95,86,76,86,124,111,131,114,98,68,52,34
E01022229,Forest of Dean 007A,19336.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022229,Forest of Dean 007A,E02004632,Forest of Dean 007,E07000080,Forest of Dean,1581,67,65,93,95,58,63,85,90,89,98,116,112,145,105,102,87,57,54
E01022234,Forest of Dean 006A,22048.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022234,Forest of Dean 006A,E02004631,Forest of Dean 006,E07000080,Forest of Dean,1528,36,48,69,65,51,48,40,56,64,88,118,145,160,144,143,107,74,72
E01022231,Forest of Dean 008A,15159.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022231,Forest of Dean 008A,E02004633,Forest of Dean 008,E07000080,Forest of Dean,1677,91,101,99,99,60,72,96,76,73,103,130,155,135,113,96,80,51,47
E01022268,Forest of Dean 008D,15477.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022268,Forest of Dean 008D,E02004633,Forest of Dean 008,E07000080,Forest of Dean,1664,72,83,75,99,61,76,75,75,90,95,133,144,137,139,140,88,36,46
E01022232,Forest of Dean 008B,20686.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022232,Forest of Dean 008B,E02004633,Forest of Dean 008,E07000080,Forest of Dean,1584,74,72,89,85,71,84,81,84,70,108,137,143,111,105,104,70,61,35
E01022269,Forest of Dean 008E,21693.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022269,Forest of Dean 008E,E02004633,Forest of Dean 008,E07000080,Forest of Dean,1870,64,79,85,91,78,72,70,108,87,125,163,171,148,145,168,109,65,42
E01022238,Forest of Dean 004C,2729.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022238,Forest of Dean 004C,E02004629,Forest of Dean 004,E07000080,Forest of Dean,1556,100,108,104,73,63,96,100,97,89,98,74,113,84,91,94,61,61,50
E01022240,Forest of Dean 004E,10767.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022240,Forest of Dean 004E,E02004629,Forest of Dean 004,E07000080,Forest of Dean,2091,102,112,98,87,139,157,157,115,130,137,177,154,113,105,111,82,71,44
E01022253,Forest of Dean 006B,18083.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022253,Forest of Dean 006B,E02004631,Forest of Dean 006,E07000080,Forest of Dean,1668,47,62,104,90,64,57,67,73,76,110,165,181,157,114,118,99,58,26
E01022252,Forest of Dean 003B,20170.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022252,Forest of Dean 003B,E02004628,Forest of Dean 003,E07000080,Forest of Dean,1817,94,81,86,100,70,66,100,81,76,132,151,144,137,134,137,120,60,48
E01022251,Forest of Dean 003A,11666.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022251,Forest of Dean 003A,E02004628,Forest of Dean 003,E07000080,Forest of Dean,1435,61,75,94,68,74,69,82,67,70,86,122,106,116,90,113,65,39,38
E01022260,Forest of Dean 003E,16756.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board,E01022260,Forest of Dean 003E,E02004628,Forest of Dean 003,E07000080,Forest of Dean,1885,92,94,105,124,75,90,116,94,86,134,141,150,118,125,124,98,65,54
E01022235,Forest of Dean 001B,18274.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022235,Forest of Dean 001B,E02004626,Forest of Dean 001,E07000080,Forest of Dean,1804,68,92,96,103,70,65,74,80,89,106,156,141,129,125,136,120,82,72
E01022271,Forest of Dean 001E,17928.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022271,Forest of Dean 001E,E02004626,Forest of Dean 001,E07000080,Forest of Dean,1688,46,82,85,74,68,57,64,64,92,98,104,150,149,145,199,101,68,42
E01022261,Forest of Dean 002A,18505.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022261,Forest of Dean 002A,E02004627,Forest of Dean 002,E07000080,Forest of Dean,2370,130,144,150,111,132,130,158,127,126,139,163,164,139,132,144,134,84,63
E01022262,Forest of Dean 002B,17693.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022262,Forest of Dean 002B,E02004627,Forest of Dean 002,E07000080,Forest of Dean,2209,136,119,102,85,116,128,170,160,125,138,124,140,160,131,133,95,72,75
E01022267,Forest of Dean 002C,17672.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022267,Forest of Dean 002C,E02004627,Forest of Dean 002,E07000080,Forest of Dean,1800,78,103,77,61,82,98,99,85,77,84,156,121,139,127,163,117,72,61
E01022270,Forest of Dean 001D,13419.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022270,Forest of Dean 001D,E02004626,Forest of Dean 001,E07000080,Forest of Dean,1976,86,112,101,91,81,90,110,118,111,108,144,203,166,138,102,95,69,51
E01022233,Forest of Dean 001A,17484.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022233,Forest of Dean 001A,E02004626,Forest of Dean 001,E07000080,Forest of Dean,1890,82,67,98,94,66,63,68,72,94,106,175,169,152,169,160,116,70,69
E01022221,Cotswold 010A,23045.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022221,Cotswold 010A,E02004624,Cotswold 010,E07000079,Cotswold,2093,96,131,132,110,89,68,88,100,132,145,182,178,167,138,141,93,52,51
