LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01015327,"Bournemouth, Christchurch and Poole 025D",12978.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015327,"Bournemouth, Christchurch and Poole 025D",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole",2126,130,126,125,114,260,184,195,217,144,136,126,104,89,49,53,34,21,19
E01015345,"Bournemouth, Christchurch and Poole 027C",12130.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015345,"Bournemouth, Christchurch and Poole 027C",E02003184,"Bournemouth, Christchurch and Poole 027",E06000058,"Bournemouth, Christchurch and Poole",1901,81,78,85,122,315,155,149,136,123,114,118,116,94,52,45,33,39,46
E01015326,"Bournemouth, Christchurch and Poole 027A",11967.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015326,"Bournemouth, Christchurch and Poole 027A",E02003184,"Bournemouth, Christchurch and Poole 027",E06000058,"Bournemouth, Christchurch and Poole",1942,100,84,90,126,187,173,193,155,165,126,124,104,86,62,66,44,31,26
E01015393,"Bournemouth, Christchurch and Poole 032D",15483.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015393,"Bournemouth, Christchurch and Poole 032D",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole",1303,74,80,72,68,72,101,115,116,75,90,97,79,68,69,54,34,19,20
E01015392,"Bournemouth, Christchurch and Poole 032C",19481.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015392,"Bournemouth, Christchurch and Poole 032C",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole",1477,83,81,77,53,57,103,114,109,122,83,124,98,95,81,77,49,32,39
E01015438,"Bournemouth, Christchurch and Poole 023A",20737.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015438,"Bournemouth, Christchurch and Poole 023A",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole",1585,108,101,79,72,58,81,134,118,114,96,127,115,95,83,81,53,32,38
E01015447,"Bournemouth, Christchurch and Poole 030B",26219.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015447,"Bournemouth, Christchurch and Poole 030B",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole",1720,61,78,113,90,59,78,76,94,118,112,133,131,121,93,113,97,63,90
E01015451,"Bournemouth, Christchurch and Poole 034E",27227.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015451,"Bournemouth, Christchurch and Poole 034E",E02003205,"Bournemouth, Christchurch and Poole 034",E06000058,"Bournemouth, Christchurch and Poole",1577,69,82,85,56,76,67,85,95,71,113,111,123,111,100,120,97,69,47
E01015449,"Bournemouth, Christchurch and Poole 030C",9196.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015449,"Bournemouth, Christchurch and Poole 030C",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole",1779,98,124,102,90,121,123,111,118,123,123,149,119,112,65,65,52,46,38
E01015385,"Bournemouth, Christchurch and Poole 022F",9064.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015385,"Bournemouth, Christchurch and Poole 022F",E02003200,"Bournemouth, Christchurch and Poole 022",E06000058,"Bournemouth, Christchurch and Poole",1791,114,115,97,76,95,99,110,106,99,95,133,111,113,109,105,93,79,42
E01015439,"Bournemouth, Christchurch and Poole 023B",9437.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015439,"Bournemouth, Christchurch and Poole 023B",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole",1837,111,124,115,110,93,122,138,142,132,144,140,124,93,73,71,47,31,27
E01015444,"Bournemouth, Christchurch and Poole 023F",14170.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015444,"Bournemouth, Christchurch and Poole 023F",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole",1731,96,98,85,90,76,142,145,119,126,119,128,135,90,72,72,69,39,30
E01015440,"Bournemouth, Christchurch and Poole 030A",18622.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015440,"Bournemouth, Christchurch and Poole 030A",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole",2114,130,116,126,104,88,133,172,137,153,147,171,140,114,93,92,86,61,51
E01015276,"Bournemouth, Christchurch and Poole 035D",10587.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015276,"Bournemouth, Christchurch and Poole 035D",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole",1789,125,152,106,104,94,101,144,154,156,121,136,103,80,76,54,37,21,25
E01015361,"Bournemouth, Christchurch and Poole 026C",17118.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015361,"Bournemouth, Christchurch and Poole 026C",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole",1394,81,100,96,84,61,68,87,109,123,101,121,101,67,57,50,43,23,22
E01015362,"Bournemouth, Christchurch and Poole 026D",6371.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015362,"Bournemouth, Christchurch and Poole 026D",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole",1173,67,79,82,75,81,52,62,76,75,89,97,121,75,47,41,20,20,14
E01015292,"Bournemouth, Christchurch and Poole 025A",8058.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015292,"Bournemouth, Christchurch and Poole 025A",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole",1891,118,144,113,106,176,127,147,171,151,129,127,108,89,68,55,25,23,14
E01015318,"Bournemouth, Christchurch and Poole 020C",18601.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015318,"Bournemouth, Christchurch and Poole 020C",E02003182,"Bournemouth, Christchurch and Poole 020",E06000058,"Bournemouth, Christchurch and Poole",1763,106,123,100,92,107,100,132,136,148,138,103,122,81,72,76,54,41,32
E01015317,"Bournemouth, Christchurch and Poole 026B",15473.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015317,"Bournemouth, Christchurch and Poole 026B",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole",1676,94,106,91,93,59,69,100,114,147,117,143,113,101,93,98,57,44,37
E01015314,"Bournemouth, Christchurch and Poole 020A",24235.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015314,"Bournemouth, Christchurch and Poole 020A",E02003182,"Bournemouth, Christchurch and Poole 020",E06000058,"Bournemouth, Christchurch and Poole",1556,61,99,99,93,59,55,58,98,121,107,123,111,110,94,97,77,45,49
E01015315,"Bournemouth, Christchurch and Poole 020B",31921.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015315,"Bournemouth, Christchurch and Poole 020B",E02003182,"Bournemouth, Christchurch and Poole 020",E06000058,"Bournemouth, Christchurch and Poole",1899,78,133,136,104,53,55,66,128,129,119,143,154,119,128,155,87,57,55
E01015329,"Bournemouth, Christchurch and Poole 025E",13983.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015329,"Bournemouth, Christchurch and Poole 025E",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole",1688,104,94,94,83,166,139,140,141,128,110,114,105,65,69,57,41,23,15
E01015316,"Bournemouth, Christchurch and Poole 026A",27453.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015316,"Bournemouth, Christchurch and Poole 026A",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole",1653,60,94,90,88,68,62,64,96,99,124,113,119,118,108,129,91,63,67
E01015331,"Bournemouth, Christchurch and Poole 027B",16386.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015331,"Bournemouth, Christchurch and Poole 027B",E02003184,"Bournemouth, Christchurch and Poole 027",E06000058,"Bournemouth, Christchurch and Poole",2410,182,149,131,111,239,230,235,267,185,144,118,98,87,74,56,36,29,39
E01015346,"Bournemouth, Christchurch and Poole 028B",12994.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015346,"Bournemouth, Christchurch and Poole 028B",E02003183,"Bournemouth, Christchurch and Poole 028",E06000058,"Bournemouth, Christchurch and Poole",1620,68,91,84,61,220,106,103,104,98,109,104,106,107,63,66,54,32,44
E01015348,"Bournemouth, Christchurch and Poole 028C",22558.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015348,"Bournemouth, Christchurch and Poole 028C",E02003183,"Bournemouth, Christchurch and Poole 028",E06000058,"Bournemouth, Christchurch and Poole",1856,45,78,88,84,214,106,86,92,99,102,102,125,116,115,138,107,71,88
E01015388,"Bournemouth, Christchurch and Poole 029C",27812.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015388,"Bournemouth, Christchurch and Poole 029C",E02003202,"Bournemouth, Christchurch and Poole 029",E06000058,"Bournemouth, Christchurch and Poole",1477,61,67,83,179,185,65,54,71,89,75,88,110,78,70,73,54,36,39
E01015387,"Bournemouth, Christchurch and Poole 029B",20483.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015387,"Bournemouth, Christchurch and Poole 029B",E02003202,"Bournemouth, Christchurch and Poole 029",E06000058,"Bournemouth, Christchurch and Poole",1523,92,97,70,63,57,79,104,117,109,77,111,93,98,101,89,74,54,38
E01015376,"Bournemouth, Christchurch and Poole 027D",20609.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015376,"Bournemouth, Christchurch and Poole 027D",E02003184,"Bournemouth, Christchurch and Poole 027",E06000058,"Bournemouth, Christchurch and Poole",1843,80,113,65,120,521,126,136,114,101,95,88,69,52,55,42,24,23,19
E01015330,"Bournemouth, Christchurch and Poole 017B",19752.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015330,"Bournemouth, Christchurch and Poole 017B",E02003181,"Bournemouth, Christchurch and Poole 017",E06000058,"Bournemouth, Christchurch and Poole",1891,90,119,129,105,76,89,86,127,127,157,137,123,112,91,106,81,56,80
E01015375,"Bournemouth, Christchurch and Poole 015D",13151.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015375,"Bournemouth, Christchurch and Poole 015D",E02003180,"Bournemouth, Christchurch and Poole 015",E06000058,"Bournemouth, Christchurch and Poole",2135,83,96,87,148,692,167,122,136,130,89,88,67,64,48,38,30,27,23
E01015373,"Bournemouth, Christchurch and Poole 017D",18427.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015373,"Bournemouth, Christchurch and Poole 017D",E02003181,"Bournemouth, Christchurch and Poole 017",E06000058,"Bournemouth, Christchurch and Poole",1757,81,120,86,98,282,133,145,142,131,112,115,101,75,46,45,20,14,11
E01015378,"Bournemouth, Christchurch and Poole 017E",25138.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015378,"Bournemouth, Christchurch and Poole 017E",E02003181,"Bournemouth, Christchurch and Poole 017",E06000058,"Bournemouth, Christchurch and Poole",1823,84,126,120,128,327,105,117,116,126,125,98,84,75,69,59,25,20,19
E01015382,"Bournemouth, Christchurch and Poole 022C",12123.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015382,"Bournemouth, Christchurch and Poole 022C",E02003200,"Bournemouth, Christchurch and Poole 022",E06000058,"Bournemouth, Christchurch and Poole",1959,168,160,127,92,105,173,191,160,119,133,127,113,108,58,50,30,32,13
E01015384,"Bournemouth, Christchurch and Poole 022E",2697.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015384,"Bournemouth, Christchurch and Poole 022E",E02003200,"Bournemouth, Christchurch and Poole 022",E06000058,"Bournemouth, Christchurch and Poole",1644,102,152,178,157,121,81,121,124,119,101,116,107,56,31,32,17,18,11
E01015442,"Bournemouth, Christchurch and Poole 023D",7712.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015442,"Bournemouth, Christchurch and Poole 023D",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole",2039,129,147,152,111,113,129,154,138,120,125,124,126,105,93,97,84,45,47
E01015408,"Bournemouth, Christchurch and Poole 016B",19438.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015408,"Bournemouth, Christchurch and Poole 016B",E02003198,"Bournemouth, Christchurch and Poole 016",E06000058,"Bournemouth, Christchurch and Poole",1752,116,123,133,93,48,79,153,145,121,101,106,83,86,77,89,94,59,46
E01015443,"Bournemouth, Christchurch and Poole 023E",9874.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015443,"Bournemouth, Christchurch and Poole 023E",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole",1980,115,119,108,92,124,136,164,175,121,111,131,140,77,92,102,77,57,39
E01015383,"Bournemouth, Christchurch and Poole 022D",18650.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015383,"Bournemouth, Christchurch and Poole 022D",E02003200,"Bournemouth, Christchurch and Poole 022",E06000058,"Bournemouth, Christchurch and Poole",1477,44,45,44,46,115,67,72,73,70,79,102,98,116,124,119,94,77,92
E01015407,"Bournemouth, Christchurch and Poole 016A",22914.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015407,"Bournemouth, Christchurch and Poole 016A",E02003198,"Bournemouth, Christchurch and Poole 016",E06000058,"Bournemouth, Christchurch and Poole",1507,79,76,95,66,72,68,112,83,110,104,76,102,95,89,84,85,55,56
E01015411,"Bournemouth, Christchurch and Poole 016E",24276.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015411,"Bournemouth, Christchurch and Poole 016E",E02003198,"Bournemouth, Christchurch and Poole 016",E06000058,"Bournemouth, Christchurch and Poole",1366,59,84,83,88,71,81,114,89,71,95,102,108,90,64,74,48,28,17
E01015380,"Bournemouth, Christchurch and Poole 022A",16320.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015380,"Bournemouth, Christchurch and Poole 022A",E02003200,"Bournemouth, Christchurch and Poole 022",E06000058,"Bournemouth, Christchurch and Poole",1803,70,79,75,74,93,80,103,105,84,89,145,134,135,137,136,110,91,63
E01015381,"Bournemouth, Christchurch and Poole 022B",7272.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015381,"Bournemouth, Christchurch and Poole 022B",E02003200,"Bournemouth, Christchurch and Poole 022",E06000058,"Bournemouth, Christchurch and Poole",1738,106,126,121,107,120,109,130,134,116,113,114,103,74,70,80,55,36,24
E01015374,"Bournemouth, Christchurch and Poole 015C",11839.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015374,"Bournemouth, Christchurch and Poole 015C",E02003180,"Bournemouth, Christchurch and Poole 015",E06000058,"Bournemouth, Christchurch and Poole",2549,127,112,78,177,905,165,161,154,131,95,109,96,73,59,51,23,16,17
E01015360,"Bournemouth, Christchurch and Poole 028D",28191.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015360,"Bournemouth, Christchurch and Poole 028D",E02003183,"Bournemouth, Christchurch and Poole 028",E06000058,"Bournemouth, Christchurch and Poole",2003,62,75,80,177,702,85,70,75,85,107,107,92,69,56,55,36,38,32
E01015377,"Bournemouth, Christchurch and Poole 015E",16000.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015377,"Bournemouth, Christchurch and Poole 015E",E02003180,"Bournemouth, Christchurch and Poole 015",E06000058,"Bournemouth, Christchurch and Poole",1719,105,118,98,98,308,111,123,143,107,100,85,87,69,55,54,20,16,22
E01015342,"Bournemouth, Christchurch and Poole 017C",30686.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015342,"Bournemouth, Christchurch and Poole 017C",E02003181,"Bournemouth, Christchurch and Poole 017",E06000058,"Bournemouth, Christchurch and Poole",1652,91,92,125,88,56,55,83,106,108,126,107,130,106,99,99,71,59,51
E01015357,"Bournemouth, Christchurch and Poole 011D",8064.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015357,"Bournemouth, Christchurch and Poole 011D",E02003178,"Bournemouth, Christchurch and Poole 011",E06000058,"Bournemouth, Christchurch and Poole",1504,73,90,97,98,74,76,96,86,88,96,110,96,98,85,94,56,46,45
E01015322,"Bournemouth, Christchurch and Poole 017A",26728.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015322,"Bournemouth, Christchurch and Poole 017A",E02003181,"Bournemouth, Christchurch and Poole 017",E06000058,"Bournemouth, Christchurch and Poole",1712,80,117,118,88,74,71,92,135,145,119,134,119,91,95,93,55,45,41
E01015321,"Bournemouth, Christchurch and Poole 015A",10433.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015321,"Bournemouth, Christchurch and Poole 015A",E02003180,"Bournemouth, Christchurch and Poole 015",E06000058,"Bournemouth, Christchurch and Poole",1905,80,117,141,138,272,91,106,118,161,136,125,124,80,67,57,26,29,37
E01015355,"Bournemouth, Christchurch and Poole 011C",18073.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015355,"Bournemouth, Christchurch and Poole 011C",E02003178,"Bournemouth, Christchurch and Poole 011",E06000058,"Bournemouth, Christchurch and Poole",1728,88,91,115,103,133,99,106,107,103,101,128,102,102,98,77,72,43,60
E01015356,"Bournemouth, Christchurch and Poole 015B",24314.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015356,"Bournemouth, Christchurch and Poole 015B",E02003180,"Bournemouth, Christchurch and Poole 015",E06000058,"Bournemouth, Christchurch and Poole",1807,98,107,91,130,282,80,124,111,96,84,124,100,100,71,67,53,55,34
E01015358,"Bournemouth, Christchurch and Poole 011E",15016.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015358,"Bournemouth, Christchurch and Poole 011E",E02003178,"Bournemouth, Christchurch and Poole 011",E06000058,"Bournemouth, Christchurch and Poole",2166,104,127,127,144,369,115,110,134,132,133,112,117,95,75,82,81,46,63
E01020361,"Bournemouth, Christchurch and Poole 031B",22917.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01020361,"Bournemouth, Christchurch and Poole 031B",E02004241,"Bournemouth, Christchurch and Poole 031",E06000058,"Bournemouth, Christchurch and Poole",1762,89,130,141,97,91,98,126,134,118,128,138,94,97,71,70,50,43,47
E01020353,"Bournemouth, Christchurch and Poole 014C",13815.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01020353,"Bournemouth, Christchurch and Poole 014C",E02004237,"Bournemouth, Christchurch and Poole 014",E06000058,"Bournemouth, Christchurch and Poole",1736,91,122,121,116,81,75,90,98,98,126,123,138,82,76,81,72,67,79
E01020351,"Bournemouth, Christchurch and Poole 014A",27141.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01020351,"Bournemouth, Christchurch and Poole 014A",E02004237,"Bournemouth, Christchurch and Poole 014",E06000058,"Bournemouth, Christchurch and Poole",1281,44,66,96,89,54,31,46,74,89,84,123,87,67,81,106,71,41,32
E01015340,"Bournemouth, Christchurch and Poole 012C",20784.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015340,"Bournemouth, Christchurch and Poole 012C",E02003179,"Bournemouth, Christchurch and Poole 012",E06000058,"Bournemouth, Christchurch and Poole",1649,58,80,70,83,49,69,75,115,97,104,112,114,117,110,133,123,73,67
E01015319,"Bournemouth, Christchurch and Poole 020D",23924.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015319,"Bournemouth, Christchurch and Poole 020D",E02003182,"Bournemouth, Christchurch and Poole 020",E06000058,"Bournemouth, Christchurch and Poole",1361,62,80,75,78,67,98,71,93,107,85,96,98,95,55,55,52,40,54
E01020366,"Bournemouth, Christchurch and Poole 014E",30841.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01020366,"Bournemouth, Christchurch and Poole 014E",E02004237,"Bournemouth, Christchurch and Poole 014",E06000058,"Bournemouth, Christchurch and Poole",2274,56,96,137,132,97,72,49,81,134,161,173,178,153,164,226,156,112,97
E01015339,"Bournemouth, Christchurch and Poole 012B",12378.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015339,"Bournemouth, Christchurch and Poole 012B",E02003179,"Bournemouth, Christchurch and Poole 012",E06000058,"Bournemouth, Christchurch and Poole",1602,74,112,121,95,73,89,90,133,120,113,115,112,84,79,65,45,40,42
E01015338,"Bournemouth, Christchurch and Poole 012A",2993.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015338,"Bournemouth, Christchurch and Poole 012A",E02003179,"Bournemouth, Christchurch and Poole 012",E06000058,"Bournemouth, Christchurch and Poole",1760,87,112,119,93,81,67,98,104,116,118,134,118,117,86,100,72,71,67
E01015354,"Bournemouth, Christchurch and Poole 007F",20571.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015354,"Bournemouth, Christchurch and Poole 007F",E02003175,"Bournemouth, Christchurch and Poole 007",E06000058,"Bournemouth, Christchurch and Poole",1785,102,136,147,89,61,94,123,140,143,128,114,115,110,87,78,55,30,33
E01015341,"Bournemouth, Christchurch and Poole 012D",4301.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015341,"Bournemouth, Christchurch and Poole 012D",E02003179,"Bournemouth, Christchurch and Poole 012",E06000058,"Bournemouth, Christchurch and Poole",1432,67,99,129,91,95,81,81,82,108,106,90,89,80,73,62,42,22,35
E01015359,"Bournemouth, Christchurch and Poole 010E",8445.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015359,"Bournemouth, Christchurch and Poole 010E",E02003176,"Bournemouth, Christchurch and Poole 010",E06000058,"Bournemouth, Christchurch and Poole",1624,79,86,78,84,107,96,114,94,97,86,116,128,99,101,92,79,50,38
E01015410,"Bournemouth, Christchurch and Poole 016D",16820.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015410,"Bournemouth, Christchurch and Poole 016D",E02003198,"Bournemouth, Christchurch and Poole 016",E06000058,"Bournemouth, Christchurch and Poole",1493,90,90,81,53,94,102,137,107,127,92,125,122,85,62,63,36,15,12
E01015415,"Bournemouth, Christchurch and Poole 013D",6851.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015415,"Bournemouth, Christchurch and Poole 013D",E02003197,"Bournemouth, Christchurch and Poole 013",E06000058,"Bournemouth, Christchurch and Poole",1244,73,92,100,90,73,58,113,74,99,87,70,69,91,71,47,13,15,9
E01015409,"Bournemouth, Christchurch and Poole 016C",10213.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015409,"Bournemouth, Christchurch and Poole 016C",E02003198,"Bournemouth, Christchurch and Poole 016",E06000058,"Bournemouth, Christchurch and Poole",1428,85,94,113,89,89,111,112,93,104,99,116,104,82,48,40,21,13,15
E01015379,"Bournemouth, Christchurch and Poole 008A",4798.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015379,"Bournemouth, Christchurch and Poole 008A",E02003195,"Bournemouth, Christchurch and Poole 008",E06000058,"Bournemouth, Christchurch and Poole",1454,77,112,123,81,75,98,119,106,95,91,93,97,60,66,51,36,24,50
E01015413,"Bournemouth, Christchurch and Poole 013B",19917.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015413,"Bournemouth, Christchurch and Poole 013B",E02003197,"Bournemouth, Christchurch and Poole 013",E06000058,"Bournemouth, Christchurch and Poole",1424,65,81,90,75,59,85,80,90,91,91,104,130,87,99,83,53,29,32
E01015307,"Bournemouth, Christchurch and Poole 010A",2322.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015307,"Bournemouth, Christchurch and Poole 010A",E02003176,"Bournemouth, Christchurch and Poole 010",E06000058,"Bournemouth, Christchurch and Poole",1527,117,108,120,109,103,91,109,113,98,92,115,96,76,57,44,34,18,27
E01015308,"Bournemouth, Christchurch and Poole 005C",8299.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015308,"Bournemouth, Christchurch and Poole 005C",E02003173,"Bournemouth, Christchurch and Poole 005",E06000058,"Bournemouth, Christchurch and Poole",1813,108,128,114,89,91,115,153,141,146,111,138,107,83,92,84,53,33,27
E01015309,"Bournemouth, Christchurch and Poole 010B",2462.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015309,"Bournemouth, Christchurch and Poole 010B",E02003176,"Bournemouth, Christchurch and Poole 010",E06000058,"Bournemouth, Christchurch and Poole",1483,106,111,99,89,83,93,109,108,109,103,95,102,86,57,58,30,21,24
E01015412,"Bournemouth, Christchurch and Poole 013A",28390.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015412,"Bournemouth, Christchurch and Poole 013A",E02003197,"Bournemouth, Christchurch and Poole 013",E06000058,"Bournemouth, Christchurch and Poole",1300,45,63,87,71,52,33,60,59,78,93,98,105,104,98,121,67,39,27
E01015320,"Bournemouth, Christchurch and Poole 009A",25059.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015320,"Bournemouth, Christchurch and Poole 009A",E02003177,"Bournemouth, Christchurch and Poole 009",E06000058,"Bournemouth, Christchurch and Poole",1714,90,113,125,84,82,63,104,126,135,128,129,140,110,76,68,63,47,31
E01015343,"Bournemouth, Christchurch and Poole 007A",12033.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015343,"Bournemouth, Christchurch and Poole 007A",E02003175,"Bournemouth, Christchurch and Poole 007",E06000058,"Bournemouth, Christchurch and Poole",1669,106,96,137,95,61,89,108,125,119,128,124,118,103,65,61,54,41,39
