Code,Name,Address 1,Address 2,Address 3,Address 4,Address 5,Postcode,Type,Parent Organisation Code,Parent Organisation Name,postcode,latitude,longitude,lsoa21cd,msoa21cd,oa21cd,icb_code,local_authority
L81086004,Mendip Vale Medical Practice: Yatton Surgery,155 Mendip Road,Yatton,,Bristol,Avon,BS49 4ER,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS494ER,-2.823143652,51.38420215,E01014860,E02003076,E00075074,E54000039,E06000024
L81086005,Mendip Vale Medical Practice: Congresbury Surgery,Station Road,Congresbury,,Bristol,Avon,BS49 5DX,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS495DX,-2.814580924,51.3713587,E01014765,E02003078,E00074583,E54000039,E06000024
L81015,Charlotte Keel Medical Practice,Charlotte Keel Health Centre,Seymour Road,Easton,Bristol,Avon,BS5 0UA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS50UA,-2.571719368,51.46546426,E01014655,E02006888,E00174273,E54000039,E06000023
L81062,Fireclay Health,Bellevue Road,St George,,Bristol,Avon,BS5 7PH,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS57PH,-2.528706912,51.46057692,E01014687,E02003039,E00074158,E54000039,E06000023
L81133,University of Bristol Students' Health Service,Hampton House Health Centre,St. Michaels Hill,Cotham,Bristol,Avon,BS6 6AU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS66AU,-2.604082296,51.46234368,E01014538,E02006951,E00073446,E54000039,E06000023
L81090,The Family Practice,Western College,Cotham Road,,Bristol,Avon,BS6 6DF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS66DF,-2.603367365,51.46270703,E01014558,E02003033,E00073528,E54000039,E06000023
L81669,Mendip Vale Medical Group - Monks Park,24 Monks Park Avenue,,Horfield,Bristol,Avon,BS7 0UE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS70UE,-2.582780826,51.49753675,E01014632,E02003015,E00073923,E54000039,E06000023
L81078,Gloucester Road Medical Centre,1A Church Road,Horfield,,Bristol,Avon,BS7 8SA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS78SA,-2.587646458,51.48495122,E01014637,E02003021,E00073917,E54000039,E06000023
L81091,Whiteladies Medical Group,Whiteladies Health Centre,Whatley Road,Clifton,Bristol,Avon,BS8 2PU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS82PU,-2.612381592,51.46509701,E01014553,E02003037,E00073506,E54000039,E06000023
L81081,Pembroke Road Surgery,111 Pembroke Road,Clifton,,Bristol,Avon,BS8 3EU,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS83EU,-2.618518119,51.46433647,E01014544,E02003041,E00073472,E54000039,E06000023
L81017,Westbury on Trym Primary Care Centre,Westbury Hill,Westbury on Trym,,Bristol,Avon,BS9 3AA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS93AA,-2.617681844,51.49300614,E01014719,E02003017,E00074346,E54000039,E06000023
L81131,Fallodon Way Medical Centre,13 Fallodon Way,Henleaze,,Bristol,Avon,BS9 4HT,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS94HT,-2.609540556,51.48306808,E01014620,E02003022,E00073819,E54000039,E06000023
L81029002,Three Shires Medical Practice: Colerne Surgery,35 High Street,Colerne,,Chippenham,Wiltshire,SN14 8DD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",SN148DD,-2.262122292,51.43855698,E01031929,E02006659,E00162849,E54000040,E06000054
L81029006,Three Shires Medical Practice: Marshfield Surgery,2 Back Lane,Marshfield,,Chippenham,Wiltshire,SN14 8NQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",SN148NQ,-2.318603558,51.46312581,E01014869,E02003113,E00075125,E54000039,E06000025
RVJF2,Cossham Directorate of Surgery,Cossham Memorial Hospital,Lodge Road,,Bristol,Avon,BS15 1LF,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS151LF,-2.5161197,51.46888732,E01014624,E02003029,E00073858,E54000039,E06000023
RVJ94,Leap Valley Surgery,18 Fouracre Road,,,Bristol,Avon,BS16 6PG,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS166PG,-2.499838966,51.49932239,E01014965,E02003109,E00075646,E54000039,E06000025
RVJT5,Harbourside Family Practice,Marina Healthcare Centre,2 Haven View,,Portishead,Avon,BS20 7QA,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS207QA,-2.758268839,51.48445735,E01032677,E02003067,E00189481,E54000039,E06000024
RVJW1,Bedminster Family Practice,Regent Road,,,Bristol,Avon,BS3 4AT,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS34AT,-2.594216156,51.44415907,E01033359,E02003050,E00174263,E54000039,E06000023
RVJ96,Close Farm Surgery,47 Victoria Road,Warmley,,Bristol,Avon,BS30 5JZ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS305JZ,-2.468215181,51.44988244,E01014938,E02003119,E00075465,E54000039,E06000025
RVJ93,Three Shires Medical Practice,111 High Street,Wick,,Bristol,Avon,BS30 5QQ,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS305QQ,-2.422346407,51.45231363,E01014870,E02003113,E00075141,E54000039,E06000025
RVJ99,Almondsbury Surgery,Sundays Hill,Almondsbury,,Bristol,Avon,BS32 4DS,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS324DS,-2.57353015,51.55354563,E01014862,E02003094,E00075095,E54000039,E06000025
RVJ87,Bradley Stoke Surgery,Brook Way,Bradley Stoke,,Bristol,Avon,BS32 9DS,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS329DS,-2.560644872,51.54021061,E01014875,E02003101,E00075162,E54000039,E06000025
RVJ98,Pilning Surgery,The Surgery,Northwick Road,Pilning,Bristol,Avon,BS35 4JE,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS354JE,-2.643176363,51.56453168,E01014953,E02003094,E00075552,E54000039,E06000025
RVJ81,Wellington Road Surgery,The Surgery,Wellington Road,Yate,Bristol,Avon,BS37 5UY,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS375UY,-2.417760514,51.54890794,E01015021,E02003096,E00075877,E54000039,E06000025
RA746,Nailsea Family Practice,Tower House Medical Centre,"Stock Way South, Nailsea",,Bristol,Avon,BS48 2XX,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS482XX,-2.760119204,51.43290492,E01014780,E02003072,E00074675,E54000039,E06000024
RVJK3,Air Balloon Surgery,Kenn Road,,,Bristol,Avon,BS5 7PD,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS57PD,-2.53143782,51.45900003,E01014682,E02003039,E00074179,E54000039,E06000023
RVJ92,Northville Family Practice,521 Filton Avenue,Horfield,,Bristol,Avon,BS7 0LS,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS70LS,-2.570101353,51.5007911,E01014909,E02003107,E00075337,E54000039,E06000025
RVJK6,Sea Mills Surgery,2 Riverleaze,,,Bristol,Avon,BS9 2HL,General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS92HL,-2.649928191,51.48458651,E01014643,E02003018,E00073931,E54000039,E06000023
RA764,Southmead Health Centre,Ullswater Road,,,Bristol,Avon,BS10 6DF,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS106DF,-2.601617719,51.50476974,E01014689,E02003013,E00074203,E54000039,E06000023
10005568,John Milton Health Clinic,7 Crow Lane,Henbury,,Bristol,Bristol,BS10 7DP,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS107DP,-2.618823981,51.50926589,E01014605,E02003012,E00073751,E54000039,E06000023
RVN32,Lawrence Weston Health Centre,Lawrence Weston Clinic,Ridingleaze,,Bristol,Avon,BS11 0QE,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS110QE,-2.65866701,51.50137003,E01014638,E02003014,E00073949,E54000039,E06000023
RVJ40,Shirehampton Health Centre,Pembroke Road,Shirehampton,,Bristol,Avon,BS11 9SB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS119SB,-2.676709725,51.48909264,E01014493,E02003019,E00073202,E54000039,E06000023
RVN33,Hartcliffe Health Centre,Hareclive Road,,,Hareclive Road,Avon,BS13 0JP,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS130JP,-2.601333498,51.4076255,E01014726,E02003064,E00074393,E54000039,E06000023
10003993,Amelia Nutt Clinic,The Withywood Centre,Queens Road,,Bristol,Avon,BS13 8QA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS138QA,-2.621980997,51.40775149,E01014516,E02003061,E00073312,E54000039,E06000023
K75049,Whitchurch Health Centre,Armada Road,Whitchurch,,Bristol,Avon,BS14 0SU,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS140SU,-2.571860736,51.41343784,E01014611,E02003063,E00073806,E54000039,E06000023
RVJ25,Fishponds Health Centre,Beechwood Road,,,Bristol,Avon,BS16 3TD,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS163TD,-2.526566342,51.47968471,E01014590,E02003024,E00073696,E54000039,E06000023
RVJ80,Downend Clinic,Buckingham Gardens,,,Bristol,Avon,BS16 5TW,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS165TW,-2.500622135,51.48797172,E01014898,E02003111,E00075306,E54000039,E06000025
10003661,Emersons Green Medical Centre,St Lukes Close,Emersons Green,,Bristol,South Gloucestershire,BS16 7AL,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS167AL,-2.477023296,51.49276371,E01014967,E02003110,E00075626,E54000039,E06000025
10005804,Lawrence Hill Health Centre,Hassell Drive,Lawrence Hill,,Bristol,Avon,BS2 0AN,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS20AN,-2.572685482,51.45754691,E01033369,E02006889,E00074030,E54000039,E06000023
10006573,Pill Health Clinic,Station Road,Pill,,Bristol,North Somerset,BS20 0AB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS200AB,-2.687007996,51.4804817,E01014786,E02003068,E00074704,E54000039,E06000024
RVJ41,Portishead Health Centre,Victoria Square,Portishead,,Bristol,Avon,BS20 6AQ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS206AQ,-2.767314101,51.48280697,E01032681,E02003065,E00074707,E54000039,E06000024
10005946,The Marina Healthcare Centre,2 Haven View,,,Portishead,Somerset,BS20 7QA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS207QA,-2.758268839,51.48445735,E01032677,E02003067,E00189481,E54000039,E06000024
RVJ45,Clevedon Health Centre,Old Street,,,Clevedon,Avon,BS21 6DG,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS216DG,-2.845719996,51.43722794,E01014752,E02003069,E00074522,E54000039,E06000024
10008139,Worle Health Centre,125 High Street,Worle,,Bristol,Somerset,BS22 6HB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS226HB,-2.929606891,51.35983786,E01014820,E02003080,E00074870,E54000039,E06000024
10006990,St Georges Medical Centre & Car Park,135 Pastures Avenue,St Georges,,Weston Super Mare,Somerset,BS22 7SB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS227SB,-2.900526968,51.3622501,E01032667,E02006845,E00166244,E54000039,E06000024
10004908,For All Healthy Living Centre,68 Lonsdale Avenue,,,Weston-Super-Mare,North Somerset,BS23 3SJ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS233SJ,-2.965114536,51.33129785,E01014833,E02003085,E00074941,E54000039,E06000024
RVJ83,Cadbury Heath Health Centre,Parkwall Road,,,Bristol,Avon,BS30 8HS,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS308HS,-2.488650963,51.44730833,E01014941,E02003119,E00075498,E54000039,E06000025
10006517,Patchway Clinic,Thirlmere Road,Patchway,,Bristol,South Gloucestershire,BS34 5PD,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS345PD,-2.573573253,51.53175002,E01035222,E02007064,E00075539,E54000039,E06000025
RA780,Concord Medical Centre,Braydon Avenue,Little Stoke,,Bristol,Avon,BS34 6BQ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS346BQ,-2.55487578,51.52942126,E01014983,E02003104,E00075698,E54000039,E06000025
10007522,Thornbury Health Centre,Eastland Road,,,Bristol,South Gloucestershire,BS35 1DP,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS351DP,-2.517722846,51.61286087,E01014986,E02003090,E00075724,E54000039,E06000025
RA766,Yate Health Centre,21 West Walk,Yate,,Bristol,Avon,BS37 4AX,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS374AX,-2.414236963,51.54045949,E01015017,E02003095,E00075856,E54000039,E06000025
10006923,Knowle West Healthy Living Centre,9 Knowle West Health Park,Downton Road,,Bristol,Avon,BS4 1WH,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS41WH,-2.596288772,51.42874581,E01014579,E02003056,E00073639,E54000039,E06000023
10005694,Knowle Clinic,Broadfield Road,Knowle,,Bristol,Avon,BS4 2UH,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS42UH,-2.566518262,51.42908235,E01014645,E02003053,E00073997,E54000039,E06000023
10003607,Brooklea Health Centre,Wick Road,,,Bristol,Bristol,BS4 4HU,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS44HU,-2.547938188,51.44624585,E01014537,E02003046,E00073394,E54000039,E06000023
10004437,Charlotte Keel Health Centre,Seymour Road,Easton,,Bristol,Bristol,BS5 0UA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS50UA,-2.571719368,51.46546426,E01014655,E02006888,E00174273,E54000039,E06000023
RVNDG,East Trees Health Centre,100a Fishponds Road,Eastville,,Bristol,Avon,BS5 6SA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS56SA,-2.563371313,51.47024326,E01014569,E02006890,E00073597,E54000039,E06000023
NLW18,Eastville Health Centre,East Park,,,Bristol,Avon,BS5 6YA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS56YA,-2.560162527,51.47038452,E01014574,E02006890,E00073612,E54000039,E06000023
RVNEL,Speedwell Centre,Whitefield Road,Speedwell,,Bristol,Avon,BS5 7TJ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS57TJ,-2.534981057,51.46905451,E01014626,E02003032,E00174327,E54000039,E06000023
10008032,Wellspring Healthy Living Centre,Beam Street,,,Bristol,Bristol,BS5 9QY,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS59QY,-2.561480866,51.45581179,E01014658,E02006889,E00178078,E54000039,E06000023
10006111,Montpelier Health Centre,Bath Buildings,,,Bristol,Bristol,BS6 5PT,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS65PT,-2.589610928,51.46642764,E01014489,E02006950,E00174279,E54000039,E06000023
K75046,Hampton House Health Centre,St Michaels Hill,Cotham,,Bristol,Avon,BS6 6AU,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS66AU,-2.604082296,51.46234368,E01014538,E02006951,E00073446,E54000039,E06000023
10004973,Filton Clinic,Shields Avenue,Filton,,Bristol,South Gloucestershire,BS7 0RR,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS70RR,-2.573297281,51.50404844,E01014909,E02003107,E00075333,E54000039,E06000025
RVJ46,Horfield Health Centre,Lockleaze Road,,,Bristol,Avon,BS7 9RR,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS79RR,-2.576275251,51.489998,E01014661,E02003016,E00074046,E54000039,E06000023
RVJ_S043,Concord Medical Centre,Braydon Avenue,,,Bristol,Avon,BS34 6QB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",BS346QB,-2.570893767,51.52384157,E01035222,E02007064,E00189490,E54000039,E06000025
Y01127,Neetside Surgery,Methodist Church Hall,Leven Road,Leven Road,Bude,Cornwall,EX23 8LA,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,EX238LA,-4.546395051,50.82912871,E01018936,E02003931,E00095633,E54000036,E06000052
L82008,Stratton Medical Centre,Hospital Road,Stratton,,Bude,Cornwall,EX23 9BP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,EX239BP,-4.516124768,50.83005564,E01018960,E02003931,E00095742,E54000036,E06000052
Y00969003,Rame Group Practice: Millbrook Surgery,Greenland,Millbrook,,Torpoint,Cornwall,PL10 1DE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL101DE,-4.215108729,50.34850706,E01018780,E02003903,E00094809,E54000036,E06000052
Y00969,Rame Group Practice,Penntorr Health,Trevol Road,,Torpoint,Cornwall,PL11 2TB,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL112TB,-4.224874865,50.37578968,E01033294,E02003903,E00094905,E54000036,E06000052
L82066,Port View Surgery,Higher Port View,,,Saltash,Cornwall,PL12 4BU,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL124BU,-4.214051508,50.40733293,E01018791,E02003900,E00094860,E54000036,E06000052
L82043,Quay Lane Surgery,Old Quay Lane,St. Germans,,Saltash,Cornwall,PL12 5LH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL125LH,-4.305698726,50.39535186,E01018785,E02003898,E00094838,E54000036,E06000052
RJ8G4,St Germans Surgery,Quay Lane Surgery,Old Quay Lane,St. Germans,Saltash,Cornwall,PL12 5LH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL125LH,-4.305698726,50.39535186,E01018785,E02003898,E00094838,E54000036,E06000052
L82022002,Old Bridge Surgery: Pelynt Surgery,Summer Lane,Pelynt,,Looe,Cornwall,PL13 2LP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL132LP,-4.528100455,50.37066066,E01018761,E02003901,E00094709,E54000036,E06000052
L82022001,Old Bridge Surgery: Polperro Surgery,The Coombes,,,Polperro,Cornwall,PL13 2RQ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL132RQ,-4.522173173,50.3328851,E01018762,E02003904,E00094702,E54000036,E06000052
L82050,Rosedean Surgery,8 Dean Street,,,Liskeard,Cornwall,PL14 4AQ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL144AQ,-4.465985546,50.45368503,E01018771,E02003896,E00094758,E54000036,E06000052
N0P7O,Bosvena Health - Polyphant House,Polyphant House,Bowden-Derra Park,Polyphant,Launceston,Cornwall,PL15 7PU,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL157PU,-4.468190593,50.61301283,E01018965,E02003936,E00095779,E54000036,E06000052
L82030,Launceston Medical Centre,Landlake Road,,,Launceston,Cornwall,PL15 9HH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL159HH,-4.360006828,50.62766809,E01034848,E02003935,E00095693,E54000036,E06000052
L82012,Tamar Valley Health,Haye Road,,,Callington,Cornwall,PL17 7AW,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL177AW,-4.320073201,50.50347638,E01018751,E02003894,E00094652,E54000036,E06000052
L82039,Lostwithiel Surgery,North Street,,,Lostwithiel,Cornwall,PL22 0EF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL220EF,-4.668746134,50.40781387,E01019035,E02003957,E00096193,E54000036,E06000052
L82035,Fowey River Practice,Rawlings Lane,,,Fowey,Cornwall,PL23 1DT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL231DT,-4.635353263,50.3379291,E01019027,E02003960,E00182752,E54000036,E06000052
L82035002,Fowey River Practice: Polruan Surgery,The Quay,,,Polruan,Cornwall,PL23 1PA,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL231PA,-4.634665455,50.32905761,E01018766,E02003901,E00094730,E54000036,E06000052
L82026,Middleway Surgery,St. Blazey,,,Par,Cornwall,PL24 2JL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL242JL,-4.713216827,50.35643901,E01019057,E02003959,E00096308,E54000036,E06000052
Y04957,St. Austell Health Group,1 Wheal Northey,,,St. Austell,Cornwall,PL25 3EF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL253EF,-4.760246385,50.34429434,E01019013,E02003961,E00096081,E54000036,E06000052
Y04957004,St. Austell Health Group: Carlyon Road Health Hub,14 Carlyon Road,,,St. Austell,Cornwall,PL25 4EG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL254EG,-4.783570362,50.33883553,E01019041,E02003963,E00182791,E54000036,E06000052
Y04957001,St. Austell Health Group: Park Medical Centre,19 Bridge Road,,,St. Austell,Cornwall,PL25 5HE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL255HE,-4.798995785,50.33752046,E01019033,E02003963,E00096178,E54000036,E06000052
L82025001,Mevagissey Surgery: Gorran Haven Surgery,Old Lime Kiln,,,Gorran Haven,Cornwall,PL26 6JG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL266JG,-4.789495059,50.24033891,E01019039,E02003964,E00096211,E54000036,E06000052
L82025,Mevagissey Surgery,River Street,Mevagissey,,St Austell,Cornwall,PL26 6UE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL266UE,-4.788396828,50.27076951,E01019038,E02003964,E00096207,E54000036,E06000052
L82045006,Probus Surgery: Merlin Centre,Bradbury House,Hewas Water,,St. Austell,Cornwall,PL26 7JF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL267JF,-4.856421108,50.31405726,E01019068,E02003964,E00096358,E54000036,E06000052
L82011,Brannel Surgery,58 Rectory Road,St. Stephen,,St. Austell,Cornwall,PL26 7RL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL267RL,-4.89094084,50.34027045,E01019072,E02003958,E00096378,E54000036,E06000052
Y04957003,St. Austell Health Group: Foxhole Medical Centre,Carpalla Road,Foxhole,,St. Austell,Cornwall,PL26 7TZ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL267TZ,-4.859723623,50.35244009,E01019070,E02003958,E00172780,E54000036,E06000052
L82051001,The Clays Practice: St. Dennis Surgery,Fore Street,,,St. Dennis,Cornwall,PL26 8AD,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL268AD,-4.884035363,50.38263023,E01019055,E02003956,E00096290,E54000036,E06000052
L82051002,The Clays Practice: Bugle Surgery,Roche Road,,,Bugle,Cornwall,PL26 8PP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL268PP,-4.798451249,50.39922273,E01019076,E02003957,E00096386,E54000036,E06000052
L82003001,Port Isaac Surgery: Bridge Medical Centre,Harbour Road,,,Wadebridge,Cornwall,PL27 7AH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL277AH,-4.835915398,50.51721274,E01018972,E02003939,E00095823,E54000036,E06000052
L82023005,Petroc Group Practice: St. Merryn Surgery,St. Merryn,,,Padstow,Cornwall,PL28 8NP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL288NP,-4.996219618,50.52352068,E01018955,E02003938,E00095736,E54000036,E06000052
L82003,Port Isaac Surgery,Hillson Close,,,Port Issac,Cornwall,PL29 3TR,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL293TR,-4.824593833,50.58980824,E01018962,E02003937,E00095760,E54000036,E06000052
L82003002,Port Isaac Surgery: St. Kew Surgery,St. Kew Highway,,,Bodmin,Cornwall,PL30 3ED,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL303ED,-4.77944493,50.54560563,E01018962,E02003937,E00095762,E54000036,E06000052
L82007001,Camelford Medical Practice: St Breward Surgery,Brookside Court,Row,St. Breward,Bodmin,Cornwall,PL30 4LN,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL304LN,-4.68988494,50.55840535,E01018926,E02003940,E00095575,E54000036,E06000052
L82010,Bosvena Health,Stillmoor House Medical Practice,Bell Lane,,Bodmin,Cornwall,PL31 2JJ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL312JJ,-4.720037967,50.47192885,E01018933,E02003941,E00095601,E54000036,E06000052
L82007,Camelford Medical Practice,Churchfield,,,Camelford,Cornwall,PL32 9YT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL329YT,-4.676789356,50.62402733,E01033291,E02003934,E00095638,E54000036,E06000052
L82007002,Camelford Medical Practice: Delabole Surgery,1A Pengelly,,,Delabole,Cornwall,PL33 9AN,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL339AN,-4.730858729,50.6227806,E01018941,E02003933,E00095650,E54000036,E06000052
REFQ1,Tintagel Medical Centre,Bossiney Road,,,Tintagel,Cornwall,PL34 0AE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL340AE,-4.746835852,50.66277343,E01018942,E02003933,E00095655,E54000036,E06000052
L82058,Bottreaux Surgery,Nr Doctors Hill,,,Boscastle,Cornwall,PL35 0BG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,PL350BG,-4.691769722,50.6840005,E01018969,E02003933,E00095802,E54000036,E06000052
REF42,Lemon Street Surgery,18 Lemon Street,,,Truro,Cornwall,TR1 2LS,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,TR12LS,-5.051551204,50.26187659,E01034865,E02003910,E00172802,E54000036,E06000052
